original	conversation_id	article_id	essay	empathy	distress	speaker_id	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_number	split	essay_id	emotion
false	430	397	This is undeniably a tragic situation, and I am hopeful that remedial measures will be pursued. The suffering endured by the innocent wildlife is truly heartbreaking. It is imperative for the government to intensify its efforts to rectify or, at the very least, enhance the current state of affairs. While I understand the constraints posed by resource availability, it may be possible to discover small-scale endeavors that can bring about a positive change. The precarious state of the ecosystem emphasizes the urgency for swift action on behalf of the defenseless animals who find themselves as helpless victims in this situation.	1.5	1.0	24	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	2	train	929	Hope/Sadness
true	308	48	This is a very heartbreaking article. It's hard to read what is happening to people in other parts of the world. I can't believe people would leave their parents and elderly family members behind in a war. It's unimaginable. And to make matters worse, there is hardly any food for them in their homes. They're under constant attack and can't even get basic medications that we take for granted every day here in the US. I truly hope the wars stop and these people can get some assistance rebuilding their lives and homes. More effort needs to go into donating to the charities that help in these areas. I can understand why some would not want to travel and live there, considering there is a high probability of death from an airstrike but the people should at least have basic food items, clothing 	3.5	5.5	38	2	6	1	35	148000	6.5	2.5	1.0	4.5	4.0	4.571	2.0	1.857	4.0	1	train	307	Hope/Sadness
false	308	48	This article is truly heart-wrenching. It is challenging to come to terms with the plight of individuals in different parts of the world. The fact that people would abandon their parents and elderly relatives during times of war is beyond comprehension. Additionally, the scarcity of food in their homes exacerbates the situation. They constantly face attacks and lack access to basic medications that we often take for granted in the US. My earnest desire is for the cessation of wars and for these individuals to receive the necessary assistance to rebuild their lives and homes. It is crucial to prioritize greater efforts in donating to charities that aid these regions. While I can understand why some would be hesitant to travel and reside there, given the high risk of death from airstrikes, the least these people should have is access to essential food items and clothing.	3.5	5.5	38	2	6	1	35	148000	6.5	2.5	1.0	4.5	4.0	4.571	2.0	1.857	4.0	1	train	307	Hope/Sadness
false	308	48	This article is incredibly distressing. Reading about the struggles endured by individuals in other parts of the world is profoundly disheartening. It is unfathomable to think that people would forsake their parents and elderly family members during times of war. To compound matters, their homes lack sufficient food, leaving them in a dire situation. They face constant attacks and are deprived of basic medications that we often take for granted in the US. My sincerest hope is for an end to these wars, allowing these people to receive the assistance needed to rebuild their lives and homes. Donating to charities dedicated to helping these regions requires heightened efforts. While I understand the hesitation some may feel about traveling and living there, given the high likelihood of death from airstrikes, it is imperative that these individuals at least have access to essential food items and clothing.	3.5	5.5	38	2	6	1	35	148000	6.5	2.5	1.0	4.5	4.0	4.571	2.0	1.857	4.0	1	train	307	Hope/Sadness
false	308	48	The article is profoundly heartbreaking. It is truly difficult to read about the plight of people in other parts of the world. The fact that some individuals would abandon their parents and elderly family members amidst the chaos of war is beyond comprehension. To make matters worse, their homes are devoid of sufficient food supplies, leaving them in a state of extreme vulnerability. They face incessant attacks and are unable to obtain even basic medications that we often take for granted in the US. My utmost hope is for the cessation of these wars and for these people to receive the necessary assistance in rebuilding their lives and homes. It is vital to dedicate more effort to donating to charities that actively support these areas. While I understand the reluctance of some to travel and reside there, considering the high probability of death from airstrikes, it is essential that these individuals, at the very least, have access to fundamental necessities such as food items and clothing.	3.5	5.5	38	2	6	1	35	148000	6.5	2.5	1.0	4.5	4.0	4.571	2.0	1.857	4.0	1	train	307	Hope/Sadness
true	2	35	It breaks my heart to see people living in those conditions. I hope that all the aid that was sent to the island makes it to the people who need it the most. I do not know what I would do it that was my family and I. I would hope that I would do my best, but I can see how depressing and hopeless you could feel having your whole life changed because of a storm and not knowing where your next meal is coming from.	6.833333333333333	6.625	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	1	Hope/Sadness
false	2	35	Witnessing people living in such conditions is truly heartbreaking. My sincere wish is that all the aid dispatched to the island reaches those who are in dire need of it. It's difficult to imagine what I would do if it were my own family and me facing such circumstances. I would hope to muster the strength to do my best, but I understand how deeply depressing and hopeless it can feel when one's entire life is upended by a storm, with uncertainty looming over the availability of the next meal.	6.833333333333333	6.625	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	1	Hope/Sadness
false	2	35	It deeply saddens me to observe individuals enduring such living conditions. I hold genuine hope that the aid sent to the island reaches those who are most in need. Imagining myself in a similar situation with my family, I can't help but acknowledge the overwhelming challenges one would face. The experience of having one's entire life disrupted by a storm, coupled with the uncertainty surrounding basic sustenance, can undoubtedly instill feelings of despair and hopelessness.	6.833333333333333	6.625	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	1	Hope/Sadness
false	2	35	It is truly heartbreaking to witness people living in such dire conditions. My heartfelt hope is that the aid sent to the island reaches those who require it the most. Reflecting on the scenario, I cannot fathom the challenges I would face if it were my own family and me in that situation. I would aspire to do my utmost, but I can understand how profoundly disheartening and despairing it would be to have one's entire life altered by a storm and to be uncertain about the next meal.	6.833333333333333	6.625	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	1	Hope/Sadness
true	192	313	It hurts my heart to think about all the people who leave the place of their birth only not to find a home that they are looking for. I would love to see the day were people treat all other humans like people no matter how they look and where they are from. I wonder why people can not relate to other people and just help.	5.666666666666667	5.375	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	191	Hope/Sadness
false	192	313	The thought of individuals leaving their birthplace in search of a home, only to face disappointment, deeply saddens me. I long for a world where every person is treated with dignity and respect, regardless of their appearance or origin. It puzzles me why people struggle to empathize and extend a helping hand to others.	5.666666666666667	5.375	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	191	Hope/Sadness
false	192	313	Contemplating the plight of those who leave their birthplace in search of a place to call home evokes a profound sense of sadness. My heartfelt desire is to witness a day when every human being is treated with compassion and equality, irrespective of their physical appearance or nationality. I am left wondering why people find it difficult to connect with and assist one another.	5.666666666666667	5.375	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	191	Hope/Sadness
false	192	313	The pain in my heart intensifies when I consider the individuals who leave their birthplace, only to find themselves without a true home. I yearn for a world where every human being is regarded as an equal, regardless of their outward appearance or geographical origin. It bewilders me why people struggle to relate to others and extend a helping hand.	5.666666666666667	5.375	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	1	train	191	Hope/Sadness
true	437	308	This article really brings you back down to earth. It shows everything in science is not correct and there is still much for us to learn. It is scary that these animals were never known to carry this disease and now they do and I wonder if somewhere someone mutated there genes and now there are many out there spreading the disease. It is so sad these little guys much be in so much pain at the end and theres nothing they can do to alleviate it. I hope somehow they do more research to find some way to stop the spread of it before the whole species goes extinct. I feel grateful this conservationist is the one who noticed and gained more attention for the cause as other people came forward witht the same concerns.	5.0	5.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	2	train	936	Hope/Sadness
false	437	308	This article serves as a stark reminder of the realities we face. It highlights the fallibility of scientific understanding and the vast amount of knowledge that remains elusive to us. It is disconcerting to realize that these animals were previously unaware carriers of the disease, and now there is a possibility that genetic mutations have caused its spread among their population. The suffering endured by these creatures is undeniably heart-wrenching, with no means for them to alleviate their pain. I sincerely hope that further research is conducted to identify ways to halt the disease's progression before it leads to the extinction of the entire species. I am grateful for the conservationist who brought attention to this issue, prompting others to voice their concerns.	5.0	5.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	2	train	936	Hope/Sadness
false	437	308	This article truly grounds us and reminds us of the complexity of the world we inhabit. It underscores the fallibility of scientific knowledge and the vast expanse of yet-to-be-discovered information. The realization that these animals, previously free from the disease, have now become carriers, raises concerns about genetic mutations and the potential for widespread transmission. The profound sadness lies in the suffering endured by these innocent creatures, with no relief in sight. My fervent hope is that extensive research will be conducted to halt the disease's spread before it leads to the extinction of the entire species. I express gratitude towards the conservationist who raised awareness and encouraged others to share their concerns.	5.0	5.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	2	train	936	Hope/Sadness
false	437	308	This article serves as a humbling reminder of our place in the world. It sheds light on the fallibility of scientific understanding and the vast realm of knowledge that remains beyond our grasp. The discovery that these animals, previously unaffected by the disease, now carry it raises alarming questions about potential genetic mutations and the subsequent spread of the ailment. The sorrowful reality is that these small creatures endure immense pain without any means of alleviating it. I earnestly hope that extensive research will be conducted to find ways to curtail the disease's transmission before it leads to the extinction of the entire species. I am grateful to the conservationist who noticed and drew attention to this issue, prompting others to express similar concerns.	5.0	5.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	2	train	936	Hope/Sadness
true	24	281	I just read a really interesting but depressing article. It was about a woman who lived in the UK. She was the founding editor of Elle magazine. She was only thirty when the magazine started which is crazy to me. Imagine being thirty and running a whole magazine. She suffered from depression all of her life and even wrote a book about it. She was admitted into a mental hospital because she was struggling with her depression. The mental hospoital cleared her and let her go. Soon after she walked into the ocean and drowned. It is so sad that she did not get the help she needed. I hope all of our friends know that we are here for them and support them no matter whatthey are going through. 	6.0	2.125	20	1	3	1	33	58000	6.5	5.5	5.0	6.5	6.5	3.714	2.286	3.286	4.571	1	train	23	Hope/Sadness
false	24	281	I recently came across a truly intriguing yet profoundly disheartening article. It revolved around a woman who resided in the UK and held the esteemed position of being the founding editor of Elle magazine. What amazed me was that she embarked on this journey at the young age of thirty. It's remarkable to imagine running an entire magazine at such a tender age. However, her life was marked by a long-standing battle with depression, which she chronicled in a book. Struggling with her mental health, she was admitted to a mental hospital for treatment. Unfortunately, despite being cleared by the hospital, she tragically walked into the ocean and met her untimely demise. The fact that she didn't receive the necessary assistance is undeniably heartbreaking. It is my sincere hope that all our friends are aware of our unwavering support, knowing that we stand by them through all their struggles. 	6.0	2.125	20	1	3	1	33	58000	6.5	5.5	5.0	6.5	6.5	3.714	2.286	3.286	4.571	1	train	23	Hope/Sadness
false	24	281	I recently read a captivating yet deeply sorrowful article. It centered around a woman who resided in the UK and held the esteemed role of being the founding editor of Elle magazine. What astounded me was that she assumed this significant responsibility at the tender age of thirty. The remarkable feat of running an entire magazine at such a young age is truly awe-inspiring. However, her life was marred by a lifelong battle with depression, which she bravely chronicled in a book. Despite seeking help and being admitted to a mental hospital, she tragically chose to end her life by walking into the ocean. The fact that she did not receive the essential support she needed is truly devastating. I earnestly hope that all our friends are aware of our unwavering presence and support, no matter the challenges they may be facing. 	6.0	2.125	20	1	3	1	33	58000	6.5	5.5	5.0	6.5	6.5	3.714	2.286	3.286	4.571	1	train	23	Hope/Sadness
false	24	281	I recently came across an article that was both captivating and profoundly melancholic. It featured a woman who lived in the UK and held the remarkable position of being the founding editor of Elle magazine. What struck me was the astonishing fact that she embarked on this journey at the young age of thirty. It is truly remarkable to envision running an entire magazine at such an early stage in life. However, her existence was plagued by a lifelong struggle with depression, which she openly addressed in a book. Battling her mental health issues, she sought help and was admitted to a mental hospital. Tragically, despite being cleared by the hospital, she chose to walk into the ocean and met a heartbreaking fate. The lack of adequate assistance she received is truly saddening. I sincerely hope that all our friends know that we are here for them, providing unwavering support no matter what challenges they may be confronting. 	6.0	2.125	20	1	3	1	33	58000	6.5	5.5	5.0	6.5	6.5	3.714	2.286	3.286	4.571	1	train	23	Hope/Sadness
true	206	201	Dear friend,                                          I have recently just read an article about a horrible shooting in Charlotte. It was a black man who was killed by the police. This is just one of many such cases unfortunately. I think there is a problem in this country and I hope that it can be solved one day.	4.833333333333333	3.0	7	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	1	train	205	Hope
false	206	201	Hello there, I recently came across an article discussing a tragic incident in Charlotte involving a shooting. It involved a black man who lost his life due to police action. Regrettably, this is just one instance among numerous similar cases. It is my sincere hope that we can address the underlying issues in our country and strive for a solution in the future.	4.833333333333333	3.0	7	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	1	train	205	Hope
false	206	201	Dear acquaintance, I've recently perused an article detailing a distressing shooting incident that occurred in Charlotte. The victim of this unfortunate incident was a black man who tragically lost his life at the hands of the police. Sadly, this is only one of many such occurrences. I strongly believe that our nation faces a problem that needs to be resolved, and I hold onto the hope that one day we will find a solution.	4.833333333333333	3.0	7	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	1	train	205	Hope
false	206	201	Greetings, I recently finished reading an article that shed light on a dreadful shooting incident that took place in Charlotte. The victim, an African American man, was fatally shot by a police officer. Unfortunately, this is just one of numerous similar cases that have come to our attention. It is my ardent wish that we can address this issue within our country and work towards a resolution in due time.	4.833333333333333	3.0	7	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	1	train	205	Hope
true	290	71	I feel for both sides on this one. The police and people are trying to protect the sacred wild life and beings but also the village is probably needing the meat of the animal or the money from selling it as they are a very poor country. I can see being so desperate in a third world country that this would seem like the police are cutting off or taking your only source of livlihood. These poor guys however they are just trying to protect and do what is right they do not deserve to be so violently attacked im suprised they were able to live through such a brutal beating. I hope more is done to help the police but also the village 	6.0	6.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	1	train	289	Hope
false	290	71	My sympathies extend to both sides in this situation. The authorities and the local population are both driven by different motives: safeguarding the invaluable wildlife and its habitats, versus the villagers' potential reliance on the animal for sustenance or income due to their impoverished circumstances. I can envision the extreme desperation one might feel in a developing nation, where it could appear that law enforcement is depriving or confiscating their sole means of survival. These unfortunate individuals, however, are merely attempting to safeguard and uphold what they believe to be just. They certainly don't deserve to endure such a vicious assault, and it astonishes me that they managed to survive such a merciless thrashing. I sincerely hope that greater efforts are made to support both the police and the village. 	6.0	6.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	1	train	289	Hope
false	290	71	I empathize with both parties involved in this matter. On one hand, the police and the community are striving to protect the invaluable wildlife and its inhabitants, while on the other hand, the village likely relies on the animal either for nourishment or to generate income due to their profound poverty. I can comprehend the profound desperation one might experience in a developing country, where it could seem as though law enforcement is severing or appropriating their sole means of survival. These unfortunate individuals, however, are simply endeavoring to safeguard and uphold what they perceive to be right. They definitely don't deserve to endure such a brutal attack, and it astounds me that they managed to survive such a savage beating. I sincerely hope that more measures are taken to assist both the police and the village. 	6.0	6.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	1	train	289	Hope
