conversation_id	article_id	essay	empathy	distress	speaker_id	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_number	split	essay_id	emotion	essay_word_count	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	essay+prompt	prompt
281	202	Dear friend,                                                                        I have just read a story about another police officer shooting. These seem to be happening all the time now and it is very upsetting. I hope that one day something can be done about all of this. It is sad to think about .	5.5	1.75	7	1	2	5	29	44000	5.5	6.0	4.5	6.0	5.0	3.714	3.0	3.429	3.429	1	train	2277	Hope/Sadness	47	0.2	0.2	0.0	0.03333333333333333	0.0	0.03333333333333333	0.26666666666666666	0.16666666666666666	0.1	0.0	0.0	2.8343432365314496	2.7631222544397787	Dear friend,                                                                        I have just read a story about another police officer shooting. These seem to be happening all the time now and it is very upsetting. I hope that one day something can be done about all of this. It is sad to think about .'An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 44000$.The essay expresses high empathy and low distress levels. The top emotions expressed in the essay are: trust, positive.'	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 44000$.The essay expresses high empathy and low distress levels. The top emotions expressed in the essay are: trust, positive.
392	270	I feel so bad for the victims and the victims families. They were just doing there job and this careless explosion cause them to lose there lives. It is sad that they know how deadly and unsafe these worker conditions are but still have yet to close them. I am happy they are set to close around 1,000 but i think more has to be done. There should be a council and regulations set up like osha in the us to protect workers and make sure all precautions are being done to preserve human life. Now families are left without there sons fathers and incomes when they could have easily just shut this down. I hope for safer woring conditions in the future.	6.0	6.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	2	train	1585	Hope/Sadness	123														I feel so bad for the victims and the victims families. They were just doing there job and this careless explosion cause them to lose there lives. It is sad that they know how deadly and unsafe these worker conditions are but still have yet to close them. I am happy they are set to close around 1,000 but i think more has to be done. There should be a council and regulations set up like osha in the us to protect workers and make sure all precautions are being done to preserve human life. Now families are left without there sons fathers and incomes when they could have easily just shut this down. I hope for safer woring conditions in the future.'An essay written by a 27 years old female, postgradute or with a professional degree, with an income of 25000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive.'	An essay written by a 27 years old female, postgradute or with a professional degree, with an income of 25000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: positive.
182	305	I find this kind of thing more pathetic and infuriating than really sad.  The thought of teenagers being that impressionable and losing themselves to much in the internet world, is pitiful.  Parents have to do a better job of making their children live in reality, and finding ways to make the responsible and resilient.  of course part of the problem in Russia is that the parents aren't good parents, as indicated by the drinking problem that leads to many of the youth suicides.  But I just don't relate to the idea of someone being so weak and vulnerable that they'd be convinced to commit suicide based on what someone wrote online.  I'm not a strong person.  At all.  But that thought remains completely foreign to me.	1.1666666666666667	3.875	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	2	train	1643	Anger	126	0.06666666666666667	0.03333333333333333	0.1	0.1	0.0	0.1	0.2	0.16666666666666666	0.13333333333333333	0.1	0.15384615384615385	3.0030877345320124	3.0845504023779613	I find this kind of thing more pathetic and infuriating than really sad.  The thought of teenagers being that impressionable and losing themselves to much in the internet world, is pitiful.  Parents have to do a better job of making their children live in reality, and finding ways to make the responsible and resilient.  of course part of the problem in Russia is that the parents aren't good parents, as indicated by the drinking problem that leads to many of the youth suicides.  But I just don't relate to the idea of someone being so weak and vulnerable that they'd be convinced to commit suicide based on what someone wrote online.  I'm not a strong person.  At all.  But that thought remains completely foreign to me.'An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.The essay expresses low empathy and medium distress levels. The top emotions expressed in the essay are: positive, negative.'	An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.The essay expresses low empathy and medium distress levels. The top emotions expressed in the essay are: positive, negative.
399	368	As a father of three girls, I hate to see stories like this one. I know in today's climate people can be convicted in the eyes of the public before an actually trial, but I think this guy did it. It is too many different women saying that he did the same thing to them. It is hard for me to see what any man gets from doing this. 	6.666666666666667	6.5	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	2	train	1637	Anger	69														As a father of three girls, I hate to see stories like this one. I know in today's climate people can be convicted in the eyes of the public before an actually trial, but I think this guy did it. It is too many different women saying that he did the same thing to them. It is hard for me to see what any man gets from doing this. 'An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, anger, trust, positive, negative, sadness, disgust, anticipation.'	An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, anger, trust, positive, negative, sadness, disgust, anticipation.
299	339	I hope they kick those migrants out. I hate those people they just think they can go where they want and not have to go through the process like everyone else why are they so special everyone is going through hardships it shouldn't be that they get this special treatment they are the worst of the worst	4.0	3.875	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	2285	Anger	57														I hope they kick those migrants out. I hate those people they just think they can go where they want and not have to go through the process like everyone else why are they so special everyone is going through hardships it shouldn't be that they get this special treatment they are the worst of the worst'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: positive, joy.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: positive, joy.
398	368	"I'm so, so tired of rich white boys getting away with doing horrible things just because they're seen as ""respectable,"" and by respectable I mean ""absolute trash to women but men aren't scared so it's fine!"" It's like the Brock Turner rape case (the athlete) all over again. Women get targeted all the time and are scared to do so many things men just don't have to care about."	3.0	3.625	13	2	6	1	25	60000	6.0	5.0	2.0	5.0	6.0	4.143	1.714	3.857	3.429	2	train	1640	Anger	69														"I'm so, so tired of rich white boys getting away with doing horrible things just because they're seen as ""respectable,"" and by respectable I mean ""absolute trash to women but men aren't scared so it's fine!"" It's like the Brock Turner rape case (the athlete) all over again. Women get targeted all the time and are scared to do so many things men just don't have to care about.'An essay written by a 25 years old female, postgradute or with a professional degree, with an income of 60000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: positive, negative.'"	An essay written by a 25 years old female, postgradute or with a professional degree, with an income of 60000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: positive, negative.
421	133	can you believe that they would throw a flamingo on the ground like that I can't believe the things that people will do and flamingos are such majestic birds and such vibrant colors I would be sad to see such a beautiful bird dying I think they should lock that person up for a long period of time to teach a lesson	3.6666666666666665	3.875	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	1	train	1623	Anger	62	0.125	0.08333333333333333	0.041666666666666664	0.08333333333333333	0.0	0.20833333333333334	0.125	0.125	0.125	0.08333333333333333	0.0	2.867625817902678	2.8025180487805406	can you believe that they would throw a flamingo on the ground like that I can't believe the things that people will do and flamingos are such majestic birds and such vibrant colors I would be sad to see such a beautiful bird dying I think they should lock that person up for a long period of time to teach a lesson'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: trust, positive, anticipation.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: trust, positive, anticipation.
32	386	I want to address this topic and show my exact thoughts as regards the newly elected president who has insulted decorated war veterans and suggested that post-traumatic stress disorder is a sign of weakness. I do not angry with this statement as it is so disrespectful to me and such veterans should not be disrespected as such. And all the citizens should  make sure this mistake is being corrected.	4.0	4.0	5	2	6	3	22	100000	5.5	4.5	3.5	6.0	6.0	3.714	2.857	2.571	3.429	2	train	1644	Anger	69	0.17647058823529413	0.058823529411764705	0.058823529411764705	0.23529411764705882	0.0	0.11764705882352941	0.17647058823529413	0.058823529411764705	0.0	0.11764705882352941	0.0	2.862058937332692	2.9580935848228864	I want to address this topic and show my exact thoughts as regards the newly elected president who has insulted decorated war veterans and suggested that post-traumatic stress disorder is a sign of weakness. I do not angry with this statement as it is so disrespectful to me and such veterans should not be disrespected as such. And all the citizens should  make sure this mistake is being corrected.'An essay written by a 22 years old female, postgradute or with a professional degree, with an income of 100000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 22 years old female, postgradute or with a professional degree, with an income of 100000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.
49	210	that was many people that were killed in that paris attack these muslims are out of control killing people left and right Trump is right to stop immigration from those countries to america we need to protect ourselves from these savages killing people who are out celebrating and havina good time something needs to be done	4.333333333333333	4.0	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	1	train	2278	Anger	56	0.1935483870967742	0.03225806451612903	0.03225806451612903	0.1935483870967742	0.03225806451612903	0.22580645161290322	0.12903225806451613	0.12903225806451613	0.0	0.03225806451612903	0.06666666666666667	2.7327701042089507	2.750775429656553	that was many people that were killed in that paris attack these muslims are out of control killing people left and right Trump is right to stop immigration from those countries to america we need to protect ourselves from these savages killing people who are out celebrating and havina good time something needs to be done'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: fear, anger, positive, negative, anticipation.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: fear, anger, positive, negative, anticipation.
140	99	"Stories like this always manage to irritate me just a bit. I do not keep up with celebrity news so when some does manage to find it's way in front of me I'm just like ""who cares""? I will never see these people in my real life, they will never have an impact on me and will never even cross my mind on their own."	1.3333333333333333	1.25	2	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	1	train	1627	Anger	65	0.12903225806451613	0.0967741935483871	0.12903225806451613	0.0967741935483871	0.03225806451612903	0.0967741935483871	0.12903225806451613	0.12903225806451613	0.0967741935483871	0.06451612903225806	0.11764705882352941	3.199372018064548	2.956129544089312	"Stories like this always manage to irritate me just a bit. I do not keep up with celebrity news so when some does manage to find it's way in front of me I'm just like ""who cares""? I will never see these people in my real life, they will never have an impact on me and will never even cross my mind on their own.'An essay written by a 30 years old female, postgradute or with a professional degree, with an income of 30000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: trust, positive.'"	An essay written by a 30 years old female, postgradute or with a professional degree, with an income of 30000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: trust, positive.
457	371	cops can do and say whatever they want with impunity they have a serious problem with power and most are stupid with very low iq also they are on steroids so that makes them even more aggresive add to that most people hate them they should really be trained better they are so dumb and idiotic I hate them	3.6666666666666665	3.875	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	2284	Anger	59														cops can do and say whatever they want with impunity they have a serious problem with power and most are stupid with very low iq also they are on steroids so that makes them even more aggresive add to that most people hate them they should really be trained better they are so dumb and idiotic I hate them'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: negative.
373	367	"I don't understand why we now try to fight wars without civilian casualities.  War is inherently ugly.  It's inherently dirty.  You can't fight it ""nice.""  You don't do that unless you don't want to win.  You fight ugly and you fight hard.  We didn't win World War 2 by playing nice.  We nuked Japan twice.  We leveled Germany.  Civilians are targets, too.  These Yemeni allowed a rebel group backed by iran to take over and are now causing threats to Saudi Arabia.  The Saudis shouldn't have to protect Yemeni citizens at the expense of their own citizens.  They should fight as hard and destructively as they want.  Fight to win the war, not to not ruffle feathers.  Idiocy."	1.0	2.0	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	2	train	1600	Anger	118														"I don't understand why we now try to fight wars without civilian casualities.  War is inherently ugly.  It's inherently dirty.  You can't fight it ""nice.""  You don't do that unless you don't want to win.  You fight ugly and you fight hard.  We didn't win World War 2 by playing nice.  We nuked Japan twice.  We leveled Germany.  Civilians are targets, too.  These Yemeni allowed a rebel group backed by iran to take over and are now causing threats to Saudi Arabia.  The Saudis shouldn't have to protect Yemeni citizens at the expense of their own citizens.  They should fight as hard and destructively as they want.  Fight to win the war, not to not ruffle feathers.  Idiocy.'An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.'"	An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.The essay expresses low empathy and low distress levels. The top emotions expressed in the essay are: negative.
213	273	I think it was good that they killed that kids horse what was he doing there any way his parents should get locked up for putting him at risk like that. I think we need more oil and I don't care how we get it. I hope we build more pipelines all over this country. I don't need to be paying more for my gas.	4.333333333333333	4.125	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	1624	Anger	65	0.13793103448275862	0.10344827586206896	0.034482758620689655	0.017241379310344827	0.08620689655172414	0.05172413793103448	0.2413793103448276	0.20689655172413793	0.06896551724137931	0.05172413793103448	0.05555555555555555	2.7583095807129507	2.642976135983911	I think it was good that they killed that kids horse what was he doing there any way his parents should get locked up for putting him at risk like that. I think we need more oil and I don't care how we get it. I hope we build more pipelines all over this country. I don't need to be paying more for my gas.'An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: trust, positive, anticipation.'	An essay written by a 33 years old female, postgradute or with a professional degree, with an income of 36000$.The essay expresses medium empathy and medium distress levels. The top emotions expressed in the essay are: trust, positive, anticipation.
88	304	We need to stop bullying of kids because in my opinion it is the main culprit in kids committing suicide! We need to find a way to stop that because kids dont deal with peer pressure like us adults do! The faster we find a way to stop this the quicker we find a solution to deaths of kids by suicide methods!	5.833333333333333	5.875	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	1596	Anger	62	0.15384615384615385	0.11538461538461539	0.0	0.0	0.0	0.0	0.4230769230769231	0.19230769230769232	0.11538461538461539	0.0	0.0	2.3201376604620663	2.411814748980693	We need to stop bullying of kids because in my opinion it is the main culprit in kids committing suicide! We need to find a way to stop that because kids dont deal with peer pressure like us adults do! The faster we find a way to stop this the quicker we find a solution to deaths of kids by suicide methods!'An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.'	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: negative.
203	31	We must do something to stop these companies from getting rid of what forest and animals we have left. The fact that orangutans are an endagered species angers me. What have we as humans done to prevent this? I think nothing. If something is done it would be totally unimpressive and do nothing. What we need to do is all come together and work towards the same goal.	6.0	6.375	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	1606	Anger	68	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.125	0.041666666666666664	0.125	0.25	0.125	0.0	0.08333333333333333	0.11764705882352941	2.868074302673593	2.763227152971426	We must do something to stop these companies from getting rid of what forest and animals we have left. The fact that orangutans are an endagered species angers me. What have we as humans done to prevent this? I think nothing. If something is done it would be totally unimpressive and do nothing. What we need to do is all come together and work towards the same goal.'An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, trust.'	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.The essay expresses high empathy and high distress levels. The top emotions expressed in the essay are: fear, trust.
