word,empathy,distress,count
28,4.8165341766666,4.3014932090685,1.0
29,4.70047315803234,4.29070450597732,1.0
2m,3.4815966793271,1.7619779877864,1.0
2nd,3.35176674978464,3.57128088211075,1.0
3,4.24479615316252,3.8949906624308,1.0
30,4.51505698767609,4.01277797224068,1.0
300,4.26279652821745,3.28365348806489,1.0
30km,4.70112400156198,4.30798690260629,1.0
30pm,5.14233509388472,4.72688459216389,1.0
31,4.73866515919694,4.29149313251721,1.0
32,4.51277732939147,4.1780409099598,1.0
33,4.68959569447797,4.48567073545753,1.0
35,4.44699610997755,4.12803529336748,1.0
350,4.49628938508354,3.59884883752419,1.0
37,4.48723345333824,4.47004942711813,1.0
38,4.62084755339849,4.51100823015394,1.0
39,4.51867780092577,4.53958189476996,1.0
3rd,3.49072333927735,3.87581737736277,1.0
4,4.41053166356038,4.05382094841104,1.0
40,3.86030459911957,3.1905904498388153,2.0
400,4.44214321353665,3.56127084896734,1.0
41,4.58210675459798,4.60505184345986,1.0
42,4.7877350258577,4.51723188986273,1.0
43,4.63177818738056,4.59727646668037,1.0
4th,4.09392093835533,4.01620601554666,1.0
5,4.59990666015737,4.03998556747355,1.0
50,4.13227495209305,3.75037961804252,1.0
500,4.4756099987548,3.54134683292363,1.0
5000,4.49996535553963,3.59631575653022,1.0
55,4.5912501198066,4.50474106796011,1.0
56,4.77806452354237,4.79908048707767,1.0
6,4.48517193455775,4.07154057114022,1.0
60,4.13216155740522,3.1779623909992853,2.0
600,4.28282606674808,3.73002701102288,1.0
6000,4.72910813449163,3.5870570193869,1.0
63,4.48584584677973,4.46445323708759,1.0
65,4.46909255414446,4.21432637960545,1.0
66,4.4947732817089,4.51219961875874,1.0
6th,4.91566585454411,4.65959013659779,1.0
7,4.56637407779018,3.85764653604113,1.0
70,3.73297363161823,2.903697260957295,2.0
700,4.27862735019284,3.51362366824466,1.0
70000,5.81951372605126,4.27553493028977,1.0
74,4.78156859777736,4.39261257569707,1.0
75,4.5840894596869,4.11473629002758,1.0
750,4.23926069223336,3.4123095360691,1.0
78,4.91881620029922,4.37648987710505,1.0
783,4.44330036854167,3.98338411328751,1.0
8,4.49619945585485,4.05809107503137,1.0
80,3.3566435601612303,2.505146424495125,2.0
800,4.48869922765741,3.72430500608717,1.0
82,4.66863517389057,4.25615087764257,1.0
83,4.73345830640915,4.1649224818151,1.0
85,4.42003359899803,3.88800343814614,1.0
86,4.53827696740583,3.90978547653672,1.0
87,4.67390817224652,4.00305096494491,1.0
88,4.71238514988304,4.15985827772757,1.0
8th,5.14753598889909,4.76702322158033,1.0
9,4.39169511264694,4.21940273369795,1.0
90,3.227751368772025,2.30087066320291,2.0
90210alum,2.33399398365416,2.23877081014407,1.0
911,3.500654119865,3.41908169140503,1.0
99,3.67706024031562,2.15375473986454,1.0
:,3.38242514958441,2.84767215872812,1.0
:(,2.33399398365416,2.23877081014407,1.0
;,2.97995041892088,2.51674664165117,1.0
?,3.64030463315351,3.60718687199972,1.0
?!,2.33399398365416,2.23877081014407,1.0
?!!!,2.33399398365416,2.23877081014407,1.0
?).,2.33399398365416,2.23877081014407,1.0
"?,",2.33399398365416,2.23877081014407,1.0
??,2.33399398365416,2.23877081014407,1.0
???,2.33399398365416,2.23877081014407,1.0
?????,2.33399398365416,2.23877081014407,1.0
??????,2.33399398365416,2.23877081014407,1.0
?”,2.33399398365416,2.23877081014407,1.0
@,4.31516427987255,4.0336822849429,1.0
[,4.04627157634246,3.34655677596951,1.0
\,3.35145630306625,3.11062892540178,1.0
a,2.9382025951831654,2.5157928879190754,2.0
aah,4.39777541408933,3.03575834605182,1.0
aar,5.30329720972377,3.7350338621562,1.0
abandon,3.415322970453707,4.597428037713524,3.0
abbasi,5.49776428284754,4.39252015327271,1.0
abe,3.73836231181392,3.21477498474803,1.0
abhorr,1.36883580738049,5.27465273909938,1.0
abid,3.5409844913616952,4.07344945310627,2.0
abil,3.64768930476859,2.29256752252279,1.0
abject,2.07581725966708,4.69641203880128,1.0
abl,3.80940588745591,2.97413854968037,1.0
abolish,1.83717727832757,2.392286912839615,2.0
abort,4.7444622189415,4.93288481205231,1.0
about,2.86502660407668,2.1320866917464,1.0
abov,1.89393710385628,1.53005214193144,1.0
abruptli,2.47148487058513,3.95494141015266,1.0
abscond,2.51782491200567,3.5048861547813,1.0
absent,3.22936655061571,2.52087383529227,1.0
absolut,3.439635097729875,4.435880718679471,2.0
absorb,3.697850939839,3.51448788619792,1.0
abstract,4.79576922157124,3.64579200941462,1.0
absurd,1.2195559215132499,4.24688448717649,2.0
abu,3.44273683838537,3.7912102311797,1.0
abubakar,4.4556599798965,4.28537478670812,1.0
abuja,4.63182887463234,3.61654912966437,1.0
abund,4.71367066998089,3.69164986669264,1.0
abus,3.13468165691607,5.222710509560454,6.0
abut,3.08797540394177,1.67729706859058,1.0
academia,2.05759724337007,1.43027836687791,1.0
academ,3.4988513750369803,1.77013389517906,2.0
academi,2.67472670257218,2.48206507286849,1.0
acceler,3.6750765871652,4.75599349335363,1.0
accept,2.625488192171758,3.5978840584498983,5.0
access,4.859872408143127,2.898331416801533,3.0
accid,4.913011921137651,4.675169677078955,2.0
acclaim,4.61412295814252,3.80979200630986,1.0
accompani,4.01611801081459,3.07406297040057,1.0
accomplish,2.8916212015474065,2.29163670177318,3.0
accord,3.2292338222508534,2.9669697621715465,3.0
accordingli,3.16357737888223,3.19788867267684,1.0
account,3.1217830253513,3.9407470383886185,6.0
accumul,3.71386455642867,3.59388053194393,1.0
accur,4.45551323577629,2.15263643967056,1.0
accus,3.266170511787735,4.889083467525007,4.0
accustom,3.03897184615351,2.74714688407799,1.0
achiev,3.8892227541881,3.0791900169360527,4.0
acknowledg,2.8053688841677946,3.77415175554037,2.0
acquir,4.29417373726945,2.795727468948065,2.0
acquit,3.65210804507508,4.69668770610239,1.0
acr,4.16231745192943,3.51472161290939,1.0
acrobat,3.23861876638895,3.41433876353984,1.0
across,4.07316936132388,4.63612986572998,1.0
act,2.497206153075185,3.411851527687375,4.0
action,2.709368656634385,3.99983868342314,2.0
activ,3.394593356321058,3.089348718440052,5.0
activist,4.63648516234934,4.014266868498095,2.0
actor,2.58287894772992,2.15585202686806,2.0
actress,3.03920055816375,2.012089025448425,2.0
actual,1.9728636489081701,2.0796961771744935,3.0
acuiti,5.42663415185722,3.79145369934022,1.0
ad,2.9573820293104474,3.5602169277344373,4.0
adapt,3.786347696628073,2.8965833793043103,3.0
add,2.99050813951369,3.5991605846505,2.0
addict,3.111904151265325,3.4340289258726124,4.0
addit,3.4237747041542548,3.220482222303685,2.0
address,3.5394860414040465,3.0191038578276768,3.0
aden,5.60395391574549,4.95851511974811,1.0
adequ,3.80520397434966,3.16043827447356,1.0
adjac,5.05130136126408,3.63531372675991,1.0
adjoin,4.31581679724797,3.57886001325306,1.0
adjust,2.79960140046602,2.597943799187175,2.0
administ,3.69005393766221,3.70148921858126,1.0
administr,3.5229353820257465,3.019167025352783,3.0
adminstr,1.98709345541973,1.84359348221483,1.0
admir,2.5455395941015935,2.2382711304088496,3.0
admiss,3.99963016919033,4.09247118987482,1.0
admit,1.7719843046541766,3.1441698817698067,3.0
adolf,4.69419055049341,3.57820298959527,1.0
adopt,4.41385601373979,4.573582517620074,3.0
ador,4.797109696166955,4.966739479060445,2.0
adult,3.06469401892859,3.466670643869765,2.0
advanc,3.075683661171462,3.58037735163603,4.0
advantag,3.51682803957138,2.86140877314079,1.0
advent,5.51471027699001,4.21299036053109,1.0
adventur,3.32864712292542,3.14923698217544,1.0
advers,3.811873572670605,3.7661460025747298,2.0
advertis,2.816554562241012,2.81566594579908,4.0
advic,3.12035905981298,1.27766692065338,1.0
advis,3.55385096180604,2.21653520578139,2.0
advoc,4.56585184910898,3.5579724613862,1.0
aerial,5.23091236637377,4.06100227118388,1.0
aesthet,3.08900664414876,1.70263178122652,1.0
affair,1.69063362915952,2.01267986314529,1.0
affect,3.6879548749400377,3.192980842029054,5.0
affidavit,4.29548760959397,3.50396517877513,1.0
affili,3.5222398442053704,4.133039377887295,2.0
afflict,5.36427252340889,4.65250438888597,1.0
afford,4.437943825480049,3.4385030505317,2.0
affront,3.49312528366863,5.10441298857632,1.0
afganistan,5.63604383409772,5.13473600878321,1.0
afghan,6.05021277337119,5.37299244781991,1.0
afghani,4.90131861531676,4.70152886442324,1.0
afghanistan,5.81443097777917,4.34944180069793,1.0
afir,4.00962154821909,4.66494595407243,1.0
aforement,2.0719173278305,1.46361396165444,1.0
afp,4.99148918516051,3.5791351683807,1.0
afraid,1.92819129176875,4.00796608138235,1.0
africa,5.38856307635193,4.82789669678367,1.0
african,4.59796865491554,4.05911890832196,1.0
afrikaan,6.01046336175232,3.83957110110098,1.0
after,3.01472402748166,2.55146955322027,1.0
afterlif,4.57272613839474,3.69118963289511,1.0
afternoon,3.5014516815600247,3.77902947587661,2.0
afterward,3.1242585919972052,1.754972572685575,2.0
again,3.0213356448805,3.27330672542606,1.0
against,3.28320242150556,3.26640444315644,1.0
age,3.912160226675787,3.79551225227398,3.0
agenc,3.06951888299891,4.010559206011605,2.0
agenda,3.27137370205179,2.78945223933313,1.0
agent,3.48025930448379,2.96238605916567,1.0
aggrandiz,3.87656403662103,3.98939208310704,1.0
aggrav,2.6994157553420632,4.430495552588927,3.0
aggress,3.29161844897451,4.56595540985367,1.0
aghanistan,2.33399398365416,2.23877081014407,1.0
aghast,2.1275563394075,5.10652422628491,1.0
ago,2.46260901424259,3.0630438167102,1.0
agon,4.851885620833579,5.41662552200283,2.0
agre,1.65971556373278,2.82939875154852,2.0
agreement,2.60666073036126,3.77274467387472,2.0
agricultur,3.724033285574315,3.44519541075808,2.0
aguek,2.33399398365416,2.23877081014407,1.0
ahead,1.84110945203983,3.13559092544392,1.0
ahold,4.48220971649935,3.96547808174004,1.0
ahv,3.63181904404749,1.72891845530087,1.0
aid,4.80794884591667,3.1691966625793597,2.0
aim,4.36994932864477,3.62634080546553,1.0
air,3.35163331429834,3.250469763274285,2.0
aircraft,5.04571519485048,3.22376799669265,1.0
airlin,4.9696353550759,3.76630386054303,2.0
airport,4.570754593702935,4.40215311279919,2.0
airsoft,2.65328807297604,2.92407175582805,1.0
airstrik,5.40036262766068,5.59036159698621,1.0
aisl,3.65890206217306,4.28378036374931,1.0
akin,3.16524480271469,2.54334765426496,1.0
al,3.64854015996189,2.68465026686142,1.0
alabama,5.08687111727611,3.54011496802257,1.0
alan,4.17105066063863,2.91378408032342,1.0
alarm,3.1617187921567127,4.22801965736181,4.0
alaska,5.79993118982208,3.32889072809323,1.0
albatross,4.76959664391407,3.65238736913477,1.0
alec,3.57983129101001,2.38889010760042,1.0
aleppo,5.2674682417406,4.72387912608335,1.0
alert,4.27672968327854,3.72803077545502,1.0
alexand,5.06021236419515,3.90254795392589,1.0
alien,1.52982469712312,3.33152399694241,1.0
alik,2.99720563699667,3.25244754698062,1.0
alito,4.30735159848729,3.52197804953332,1.0
aliv,3.50327379147228,2.54376816066893,1.0
all,3.14748726566802,2.81089729993875,1.0
allah,3.93676910002943,4.998310451734,1.0
alleg,3.5704545697427865,4.818510764506417,3.0
allegedli,3.26047121223312,4.44319362566048,1.0
allepo,2.33399398365416,2.23877081014407,1.0
alli,4.4255154165815,4.370809119885924,3.0
allow,3.0099866269864854,3.434579460684915,4.0
allreadi,3.59176162772909,2.2689686888748,1.0
almighti,2.77793357732644,3.23132738092191,1.0
almost,3.25871845371393,3.77405086803073,1.0
alon,2.73387569831675,3.74224521358483,1.0
along,3.68617169138971,3.08555013889218,1.0
alot,3.82900354229986,1.46451366612542,1.0
alreadi,2.17110470037957,4.02371475571129,1.0
alright,2.72600755457495,2.16038396377316,1.0
also,3.37499616841387,2.93942135551522,1.0
alt,4.47585724672086,2.4975210941669,1.0
alter,2.6213644201454747,3.68691460291083,2.0
altern,2.83902070808399,3.0015881988392,2.0
although,1.97962485751752,1.2472731458172,1.0
altruist,4.35933273544116,1.99445292968641,1.0
alway,3.34560061295632,1.56821065035326,1.0
alzheim,5.34209030836481,4.3622649914286,1.0
am,3.54401952837592,4.55633035698206,1.0
amanda,5.22240577173791,5.22418164346891,1.0
amaz,3.3595222142257,4.203872945199714,3.0
amazon,4.26321834055647,3.74609340131608,1.0
ambiti,1.882579458578,2.84905302074008,1.0
ambul,4.976442787636724,5.06940545807123,2.0
ambush,4.196684071981416,4.048390712107745,2.0
amen,3.16901420645242,2.20134438807701,1.0
amend,4.28739870474208,3.94248557663112,1.0
america,3.67466185786539,3.90770581193944,1.0
american,3.57897135387443,3.172960387792635,2.0
amic,2.63829631032281,1.45277298066738,1.0
amicalola,2.33399398365416,2.23877081014407,1.0
amira,5.69857314905684,4.6459148454791,1.0
amlan,2.33399398365416,2.23877081014407,1.0
amli,2.33399398365416,2.23877081014407,1.0
ammunit,4.41910435209969,4.50184552404587,1.0
among,3.25439735180994,2.56802250831426,1.0
amongst,2.03502727331078,1.95670015729344,1.0
amount,1.7574581927061799,3.5384722001017805,3.0
amphibian,5.35203255400502,4.189394872751505,2.0
amplif,4.82430924568392,2.64212414149208,1.0
amus,1.433525839517305,1.693538206078335,2.0
an,3.45853656119171,3.03696756954158,1.0
anal,3.37838058991743,3.35622360971899,1.0
analysi,4.13726486449357,2.73225435538894,1.0
analyst,4.01359712115167,3.65350251790126,1.0
analyz,4.28167402880254,4.202366953975149,2.0
anarcho,3.57325409672265,2.06727600078177,1.0
anchorag,6.00678831376522,3.55159162920165,1.0
ancient,4.54755523731154,2.99033565158715,1.0
and,4.33489631791226,3.39124394019275,1.0
andrea,5.51541914457652,5.2437902015,1.0
andr,4.11713121122982,3.83241828455547,1.0
android,1.41339381702076,2.38192742509621,1.0
anecdot,3.81086055050982,2.50854986894865,1.0
anet,1.12973836640722,2.42386360996322,1.0
angel,5.12899961539046,3.22946332121705,1.0
angelia,5.79296506370661,4.88549880474153,1.0
angelina,5.16829072586604,4.45062599190799,1.0
anger,3.640178484468583,4.859445055448783,3.0
angl,2.68456711662791,1.9021094355546,1.0
angri,4.59512976492412,5.38810726176716,1.0
anim,5.30344274839831,5.250327789545265,2.0
animos,2.86154570634725,3.24235899611322,1.0
animu,3.81454476291231,3.5150754804131,1.0
anniversari,5.25969094990253,4.13702842589065,1.0
announc,2.8710313391776836,2.7202168909121105,3.0
annoy,1.2421460662360333,1.9251701748862835,3.0
annual,3.44964977936305,3.801235695282725,2.0
anonym,3.49985708228723,2.78423503909469,1.0
anoth,1.75435957135164,3.56353184807698,1.0
anscestor,6.27629566355343,3.47158239290466,1.0
answer,3.3478386921530134,2.1886188313890464,3.0
anti,2.0318979978862,2.11662136144798,1.0
anticip,2.71374456540894,2.90440584739803,1.0
antic,1.67152540279533,2.31288357757422,1.0
antithet,3.06485732734572,4.13338247615482,1.0
anxieti,4.29077296027496,4.59426420626662,1.0
anxiou,3.22037052291946,4.96448970322237,1.0
ani,1.35763754340395,1.80594509051673,1.0
anybodi,1.32688015928995,1.77766000771093,1.0
anyhow,1.49133093334549,1.07396820553663,1.0
anymor,1.80622531190602,1.40827168637193,1.0
anyon,1.43627918033437,2.31098169067478,1.0
anyth,1.18825635366757,1.32549251673551,1.0
anytim,2.61704301426449,2.89802950847312,1.0
anyway,1.82103118876929,1.08436477930601,2.0
anywher,2.11193570950497,1.69409604843256,1.0
apart,3.53653284472199,3.58049862760381,2.0
ape,3.28501354798074,4.09794328294959,1.0
aphasia,5.65160941084599,2.53233395404029,1.0
apolog,2.888466162055817,3.7232661357293235,3.0
app,2.98670418873409,3.15301451038483,1.0
appalachia,6.34378793042058,4.27038765451938,1.0
appalachian,5.76725151335302,3.00676598615912,1.0
appal,2.241135062723905,5.56471847793534,2.0
apparel,3.93922992007613,3.93888876052249,1.0
appar,1.975996872917145,2.01198292560042,2.0
appart,4.11088099698788,3.47419414009722,1.0
appeal,3.570679869690725,2.407071565671925,2.0
appear,2.8501874894876797,2.02119500261993,5.0
applaud,1.38487510569891,3.15854868266526,1.0
appl,4.24562285449694,2.80680057457228,1.0
applic,3.65602743332451,1.941118987473235,2.0
appli,2.7499261702066677,2.5765992026248026,4.0
appreci,3.743503440509367,2.03704384636259,3.0
apprehens,2.5914805140959,4.66724411746557,1.0
approach,4.074404738161075,3.850057367753193,4.0
appropri,3.79206804821636,3.55465263735502,3.0
approv,2.6373710142362867,4.192270620868843,3.0
approxim,4.13819247855527,3.67874897918495,1.0
aqaeda,2.33399398365416,2.23877081014407,1.0
aquarium,2.785681052679095,3.795594832865495,2.0
aquat,3.68105364650688,3.16027850414097,1.0
aquir,4.74737924415885,2.14529745459903,1.0
ar,3.08152158307811,1.95797365725025,1.0
arab,2.70980151557349,3.21393547372579,1.0
arabia,2.94262117706218,3.96173225113286,1.0
arcan,5.46681872096557,3.30215000965047,1.0
archaic,2.82429316827126,2.97200088989329,1.0
architect,4.39501482480286,2.64152399791373,1.0
arctic,4.5532480573878,3.38081704378886,1.0
ardent,4.03803395772185,3.34577478520431,1.0
arduou,4.69946178892739,3.77497561465603,1.0
are,4.369672848771,3.87143732221586,1.0
area,4.4784695075101855,2.8678004962163497,2.0
aren,3.5514222240303,2.57918172396462,1.0
argentina,4.65032765557001,4.30374485486013,1.0
argu,2.7322809596024835,2.4286741372274534,3.0
arguement,2.96517199130434,1.40924219966729,1.0
argument,2.194591042965575,1.6722961693216951,2.0
aris,3.02489277351336,2.47565334520255,1.0
arizona,4.83142493712732,4.03709069248125,1.0
arkansa,4.35684557981342,3.19176570813429,1.0
arm,3.457441613919283,3.8343824166169003,3.0
armadillo,4.55787546249783,3.47132587183564,1.0
armi,3.0616916956034252,3.688819388316705,2.0
arnold,4.09800232061403,3.32657833017956,1.0
around,2.75575382360494,3.18951043924052,1.0
arounf,3.5803676168061,2.32117104166388,1.0
array,3.47311277746417,2.61633994469679,1.0
arrest,3.555446277560158,4.429336778582817,4.0
arriv,3.76953111422716,4.29194791506072,1.0
arrog,2.09977380847112,2.9559489080784447,2.0
arsen,3.95869816480438,4.15382514645377,1.0
arson,5.24589863396238,5.13441677578112,1.0
art,2.8591386326887,2.85573765106631,1.0
arthur,5.23432779296226,4.48052967259266,1.0
artic,4.803119470505729,2.718098771386945,2.0
artical,2.33399398365416,2.23877081014407,1.0
articl,3.693174374758263,1.6276044263700566,3.0
artist,4.141777442778185,3.2729148885456247,2.0
arw,3.12343266084124,1.64525269003787,1.0
asap,4.82755024803626,4.53189811654346,1.0
ash,3.17985797378469,2.69204678950482,1.0
asham,3.7503562845782747,4.58478051587825,2.0
ashor,4.58079598837206,4.18420739558457,1.0
ashton,4.36474426280181,4.53254971118046,1.0
asia,2.8741956509665,3.5219868382496,1.0
asian,1.93274444959672,3.15013845498401,1.0
asid,1.21612508429853,1.41065535323944,1.0
asist,4.65905412343239,2.16690237742411,1.0
ask,3.1645225985368874,3.7720676440444576,4.0
asleep,3.43806601121109,3.53673191444646,1.0
asll,3.70557969224348,1.61961520587097,1.0
aspect,2.7870132417360454,2.1088409250392397,2.0
aspir,3.7827160836339,2.03788150934609,1.0
as,1.8690151151439,1.7252236124904,1.0
assad,4.60169289343137,5.49350479227169,1.0
assassin,3.404680292878105,3.18987062585841,2.0
assault,4.949784836143619,5.554134591904687,4.0
assess,4.14880972093582,4.15811746035681,1.0
asset,3.22691477549049,2.35788656264819,1.0
asshat,2.03010401964825,2.32531985480517,1.0
asshol,1.9830640230852299,3.02371303979977,2.0
assimil,4.0928954419045045,3.525095648792975,2.0
assisst,3.64555520687188,1.39926700404802,1.0
assist,4.568767682575443,3.56891517651301,4.0
associ,4.343362949760598,3.3053336821778774,4.0
assum,2.16693722183743,1.2597761959698701,2.0
assumex,2.33399398365416,2.23877081014407,1.0
assumpt,2.29029574089667,1.49464082218677,1.0
assur,3.03871448309634,3.01151667434219,1.0
asthma,4.35398614723371,4.27770884845614,1.0
astonish,2.83538399915033,4.43886782015745,1.0
astray,4.10157474058015,3.44259902703198,1.0
asylum,3.3145422919103,4.42745693685175,1.0
at,2.70920717108544,3.62253459092984,1.0
ate,3.25212639818662,3.33987682239495,1.0
athlet,3.6061955925843803,2.4109310466771747,2.0
atlanta,5.03692893712546,4.33526244605189,1.0
atmospher,2.52453761473397,3.41603485720842,1.0
atm,4.24026241101009,2.72850594410699,1.0
atorney,4.31862495628728,3.03627243503392,1.0
atroci,1.90352781093659,5.05076773164187,1.0
atroc,4.09890069146485,5.727442660954975,2.0
atrticl,2.33399398365416,2.23877081014407,1.0
attach,2.80530915234178,2.54695602667391,1.0
attack,3.9150614486457145,4.409569675818238,5.0
attain,4.815614111699086,3.52829652503629,2.0
attempt,2.2618040208992727,3.258628834774093,4.0
attend,3.0668319752076,2.66799259756543,1.0
attent,3.52235043696577,3.23590811004717,1.0
attitud,2.10583821974017,2.5492243607468748,2.0
attorney,5.02522731693081,3.6576822100817,1.0
attract,3.18390184957243,2.65399040573824,1.0
attribut,3.491985537323835,3.008994390775695,2.0
audio,3.97854938226735,3.09819022449299,1.0
auditori,5.8577558076363,4.43917370403167,1.0
august,3.68612438118448,3.52148533630176,1.0
austrailia,4.76496337099467,3.8164761772678,1.0
australia,4.12075109097915,3.60482235565292,1.0
australian,3.94518443869732,3.34530135516432,1.0
austurvollur,2.33399398365416,2.23877081014407,1.0
author,3.553809735019815,3.4293286025690373,4.0
authoritarian,3.59596189142904,3.5474120001257,1.0
autism,5.13712407514597,4.79677195484916,1.0
auto,3.40078182318726,3.30119406096155,1.0
automat,3.60259800240558,2.89725538112836,1.0
autopsi,4.3103748847711145,4.84743888879416,2.0
avail,4.0900555898055595,3.511962304949303,3.0
