empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	fear	sadness	disgust	surprise	anger	neutral	hope	joy	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo	conversation_id	article_id	speaker_id	speaker_number	split	prompt
7.0	7.0	This is one of those articles that can really make you feel paranoid. Like, what if suddenly there is a red squirrel in my backyard and it has this sickness? And now I might have it. You know? Stuff like that. In the other hand, it just shows how little we know of these world. Of the illness, the animals, how it affects us. So much to discover	fear	1.0	2.0	1.0	26.0	55000.0	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68	1058	0.25	0.0	0.0	0.0	0.125	0.0	0.25	0.25	0.125	0.0	0.0	2.8309561250293998	2.688322871636893	medium	low	An essay written by a 26.0 years old white male, with a high school diploma, with an income of 55000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.						
1.167	4.0	Okay, I live by the Arkansas River so I  know about snapping turtles.  All this guy had to do is move to another spot and the turtle was not going to chase him down.  I'm sure the guy must have been near a nest or something if the turtle tried to attack.  Still, should he be charged with a felony?  My Granny Jones used to make turtle soup out of the snappers they fished out of her creek.  I guess the difference is he wasn't killing the turtle for food...But, a felony?	surprise	2.0	4.0	1.0	50.0	48000.0	5.5	5.0	5.0	6.0	5.5	3.857	2.571	3.714	4.143	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	92	1367	0.125	0.125	0.0	0.125	0.0625	0.125	0.3125	0.0625	0.0	0.0625	0.0	2.5719523325533378	2.6086572206843424	medium	medium	An essay written by a 50.0 years old white female, went to college, with an income of 48000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger.						
3.667	6.125	It feels like this is a bit of a lie and them just trying to fear monger and use GMO's. Grass and other things will survive..global warming simply means that we have too much pollution and it affects EVERYTHING. REDUCE POLLUTION and chemicals and we won't have such an issue. This article is simply scientists trying to make us sicker with more chemicals.	anger	2.0	2.0	1.0	35.0	45000.0	7.0	6.5	3.5	7.0	5.5	4.143	3.143	4.143	4.857	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	63	892	0.1	0.2	0.0	0.0	0.0	0.1	0.3	0.1	0.2	0.0	0.0	2.679520864732308	2.720651531647491	medium	medium	An essay written by a 35.0 years old white female, with a high school diploma, with an income of 45000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger, disgust.						
4.0	7.0	If it's not bad enough that the father is a child molester who molested his own child, the mother had the nerve to join in on the abuse. I doubt very serious if she was forced to do it as she could have divorced him or left him rather commit such a heinous crime and money is no excuse. I wouldn't molest my child for all the money in the world. These people were just sicking perverse sorry excuses for human beings.	anger	2.0	2.0	3.0	39.0	29000.0	7.0	7.0	5.0	7.0	7.0	4.857	2.143	4.857	4.857	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	82	875	0.0925925925925925	0.1111111111111111	0.1111111111111111	0.0925925925925925	0.037037037037037	0.1481481481481481	0.1666666666666666	0.074074074074074	0.0555555555555555	0.1111111111111111	0.0	2.699757073904681	3.011887977694082	low	low	An essay written by a 39.0 years old black or african american female, with a high school diploma, with an income of 29000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger, joy.						
2.833	3.625	You never know when a disaster could strike, and often it seems that they are the most unexpected and inopportune time. It's especially sad when you don't expect it. A whole family was lost in flames, including their family pet. Their house was turned to rubble and ash. You should always take the time in your day to appreciate everything that you have because you never know what could happen at any moment. Make sure to always be appreciative and caring.	fear	1.0	4.0	1.0	25.0	50000.0	5.0	6.5	1.5	5.0	2.5	2.857	3.143	3.0	2.857	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81	912	0.1034482758620689	0.0689655172413793	0.1724137931034483	0.0344827586206896	0.1034482758620689	0.1034482758620689	0.2413793103448276	0.1034482758620689	0.0344827586206896	0.0344827586206896	0.1	2.858332395277721	2.6262849770430674	medium	low	An essay written by a 25.0 years old white male, went to college, with an income of 50000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: surprise, sadness.						
7.0	7.0	This is the saddest article ever.   All these beautiful Savannah Elephants being called for the ivory.I absolutely do not support killing any elephant for any reason.   I do not support elephants in circuses either.   As long as their are humans, this will sadly continue.   Everyone is me, me, me.  I hope huge fines as assessed.	sadness	2.0	6.0	1.0	62.0	29000.0	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	55	1670	0.0555555555555555	0.0555555555555555	0.1666666666666666	0.1111111111111111	0.0555555555555555	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.0	0.1111111111111111	0.125	2.598592198099613	2.674763620801652	low	low	An essay written by a 62.0 years old white female, with a four year bachelor's degree, with an income of 29000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: hope.						
3.333	4.75	It is horrible that things like this are still happening in the gulf of mexico and espesically since it is a priest. The cartels are doing horrible things that need to be controlled. It seems like the Mexican government can not do anything about it. Maybe there are some members in the government creating the problem	disgust	1.0	4.0	1.0	27.0	12000.0	5.0	2.5	4.5	5.5	3.0	3.143	3.429	2.714	2.571	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	56	1111	0.2941176470588235	0.1176470588235294	0.0	0.0588235294117647	0.0	0.0588235294117647	0.2941176470588235	0.0588235294117647	0.1176470588235294	0.0	0.0	2.5015180633063694	2.5088725128562857	low	low	An essay written by a 27.0 years old white male, went to college, with an income of 12000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.						
1.0	1.5	I guess the Indigenous people get screwed again. Technology and progress is always messing with them. I'm kinda worried about the fishing I do. I fish a good bit and eat what I catch. I hope there isn't any methylmercury in the fish I eat. If there is, I wonder if it has messed me up some. That could be where some of my health problems come from. Maybe it's time to stop eating the fish I catch.	fear	1.0	2.0	1.0	45.0	31000.0	6.5	1.0	1.0	5.0	5.0	5.0	4.0	1.0	1.571	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78	1345	0.0	0.0434782608695652	0.1739130434782608	0.0869565217391304	0.217391304347826	0.217391304347826	0.0869565217391304	0.0434782608695652	0.0	0.1304347826086956	0.1764705882352941	2.3579478336982373	2.2167968112608505	low	low	An essay written by a 45.0 years old white male, with a high school diploma, with an income of 31000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: surprise.						
2.0	2.0	I've seen the Slager video, he needs to be in prison.  As far as Tensig goes, that's a tough call. Moral of the story is, don't give a man with a gun any reason to be afraid of you.The traffic stop went the direction it did because of DuBose's actions.I have a hard time feeling sympathy for someone who makes horrible decisions that result in predictable outcomes.	fear	1.0	5.0	1.0	34.0	30000.0	4.5	6.0	3.0	5.5	4.5	4.0	2.0	3.857	3.857	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67	1378	0.1666666666666666	0.1333333333333333	0.1	0.0333333333333333	0.0333333333333333	0.1	0.2	0.1333333333333333	0.0666666666666666	0.0333333333333333	0.0769230769230769	2.4739349432706703	2.6073706132789938	low	low	An essay written by a 34.0 years old white male, with a two year associate degree, with an income of 30000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear, anger, sadness.						
5.833333333333333	6.75	I feel bad anytime that I read that somebody has lost their life. I feel that the US should not be helping bomb people unless they know they are may one day cause harm to the US. I do not believe in fighting wars as much as I believe in protecting people. People need the US help in many areas and the money for bomb could be spent better. 	neutral	1.0	6.0	3.0	37.0	40000.0	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	69	1995	0.1333333333333333	0.1666666666666666	0.0333333333333333	0.0666666666666666	0.1	0.0666666666666666	0.2333333333333333	0.1333333333333333	0.0333333333333333	0.0333333333333333	0.0	2.77001132063873	2.647867406464604	low	low	An essay written by a 37.0 years old black or african american male, with a four year bachelor's degree, with an income of 40000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.						
1.1666666666666667	1.0	I am sad for the wolf but this didn't have me too torn up.   I imagine the sniper shot the wolf for some reason.  It's too bad the wolf traveled so far looking for a mate just to be killed, but I guess these things happen sometimes.  Perhaps the sniper should have been a little more careful.  A little more background about why they were out there shooting wolves might have been helpful, like maybe there was a valid reason.  Wolves can be harmful creatures.  	neutral	2.0	7.0	1.0	38.0	42000.0	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	85	2006	0.1379310344827586	0.1379310344827586	0.0344827586206896	0.0689655172413793	0.0689655172413793	0.1724137931034483	0.1724137931034483	0.1034482758620689	0.0689655172413793	0.0344827586206896	0.0	2.7698616570959125	2.5927747016672167	low	low	An essay written by a 38.0 years old white female, postgradute or with a professional degree, with an income of 42000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.						
1.0	3.125	You know with all of the issues recently within the country i had not even though about how bad it must been for Muslims living in america. When there is such a culture of racism and rudeness and hate being spewed left and right they are bound to be feeling it terribly. The fact that the number is rising this high is incredibly alarming and that people are only seeing race is awful.	disgust	1.0	4.0	2.0	23.0	70000.0	4.0	5.5	6.5	3.5	5.0	2.286	2.0	3.0	4.429									73	2408	0.1428571428571428	0.1142857142857142	0.0571428571428571	0.0571428571428571	0.0571428571428571	0.0857142857142857	0.1714285714285714	0.1428571428571428	0.1142857142857142	0.0571428571428571	0.0666666666666666	2.8597555106269392	2.8322441485744507	medium	low	An essay written by a 23 years old hispanic or latino male, went to college, with an income of 70000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.	273.0	146.0	23.0	2.0	train	"You know with all of the issues recently within the country i had not even though about how bad it must been for Muslims living in america. When there is such a culture of racism and rudeness and hate being spewed left and right they are bound to be feeling it terribly. The fact that the number is rising this high is incredibly alarming and that people are only seeing race is awful.""An essay written by a 23 years old hispanic or latino male, with some college but no degree, with an income of 70000$. The essay expresses low empathy and medium distress level. Top emotions expressed by the writer are: negative."""
6.0	6.0	I feel for both sides on this one. The police and people are trying to protect the sacred wild life and beings but also the village is probably needing the meat of the animal or the money from selling it as they are a very poor country. I can see being so desperate in a third world country that this would seem like the police are cutting off or taking your only source of livlihood. These poor guys however they are just trying to protect and do what is right they do not deserve to be so violently attacked im suprised they were able to live through such a brutal beating. I hope more is done to help the police but also the village 	hope	2.0	3.0	1.0	27.0	25000.0	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	124	2092	0.1521739130434782	0.1304347826086956	0.0652173913043478	0.1304347826086956	0.0652173913043478	0.1739130434782608	0.1304347826086956	0.0652173913043478	0.0434782608695652	0.0434782608695652	0.0833333333333333	3.128188267675841	3.0150663434440195	medium	medium	An essay written by a 27.0 years old white female, went to a technical/vocational school, with an income of 25000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger.						
6.332999999999999	4.25	This is surprising news. First, how the news always make us believe that when a cop dies, is because of a black person (or someone who is not white), making race a big thing again. Number two, I am not saying that is good that people are dead, but instead, I am saying that not a lot of them are dead. And for those who are not dead, we should think about them, provide them with better guide, counseling and stuff like that, they go through traumatic events at work	surprise	1.0	2.0	1.0	26.0	55000.0	7.0	7.0	7.0	7.0	7.0	4.571000000000001	1.571	4.571000000000001	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	90	1056	0.0909090909090909	0.0454545454545454	0.0909090909090909	0.2272727272727272	0.0909090909090909	0.1818181818181818	0.0909090909090909	0.0909090909090909	0.0	0.0909090909090909	0.0666666666666666	2.847882578060009	2.805960071535521	low	low	An essay written by a 26.0 years old white male, with a high school diploma, with an income of 55000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: surprise, sadness, joy.						
4.333333333333333	2.625	Read this alarming story about frog populations getting the deadly virus due to garden ponds to some extent. I know we always or mostly mean well but this story amply displayed how when we interfere with natural order of things even with the best of intentions, we can make the matters worse. People were inadvertently spreading the virus beyond the natural reach of infected frog population which in turn was destroying other harmless and healthy frog groups. I think this is a great example of how we should always think twice before taking even the simplest benevolent action towards nature.	neutral	1.0	6.0	5.0	34.0	36000.0	6.0	3.5	2.0	7.0	6.0	4.857	2.571	2.143	4.571	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	100	1886	0.1818181818181818	0.0909090909090909	0.0	0.0	0.0454545454545454	0.1818181818181818	0.2727272727272727	0.1363636363636363	0.0454545454545454	0.0454545454545454	0.0	2.802550093308101	2.771679148135326	low	low	An essay written by a 34.0 years old asian/pacific islander male, with a four year bachelor's degree, with an income of 36000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.						
1.0	1.0	hey! What is it with the generations these days? All these kids or even adults want the best photos to share on facebook or other social media all for what.. a like? Did you hear about the guy who was attacked by his python who he was trying to take a photo with. While domesticated snakes can be docile, you must still realize they are snakes and large ones at that!	surprise	2.0	6.0	1.0	26.0	65000.0	6.0	6.5	6.0	7.0	6.0	4.428999999999999	1.429	2.857	4.571000000000001	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	71	1528	0.0	0.0	0.25	0.25	0.0	0.25	0.0	0.0	0.0	0.25	0.0	2.7419498457153386	2.811101003845386	low	medium	An essay written by a 26.0 years old white female, with a four year bachelor's degree, with an income of 65000.0$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: joy.						
1.3333333333333333	1.25	It's so sad that innocent civilians need to die because of war and fighting. These people did nothing wrong and were just minding their own business before their lives were taken away. It's not fair for the people and it's not fair for the families of the people that were killed as well. They are left without a family member and they have to live with that forever.	sadness	1.0	6.0	1.0	29.0	85000.0	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	68	1877	0.1666666666666666	0.0833333333333333	0.0	0.0833333333333333	0.0	0.25	0.3333333333333333	0.0833333333333333	0.0	0.0	0.0	3.048877846422751	2.8790101485884065	medium	medium	An essay written by a 29.0 years old white male, with a four year bachelor's degree, with an income of 85000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.						
1.0	1.0	I was reading about a few people that were killed as a result of Typhoon Meranti.  I think it's fortunate that not too many people were killed during this storm.  It seems like people have generally gotten better about heeding warnings about these powerful storms.  However, it seems like infrastructure damage is something that needs to be analyzed.	neutral	1.0	6.0	1.0	24.0	60000.0	6.5	4.0	6.5	4.0	7.0	3.286	2.857	3.0	2.714	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	58	1383	0.0625	0.1875	0.125	0.0625	0.0	0.1875	0.125	0.0625	0.125	0.0625	0.1111111111111111	2.753378055276517	2.579434938240811	low	low	An essay written by a 24.0 years old white male, with a four year bachelor's degree, with an income of 60000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.						
3.5	3.25	I cannot believe what I just read. On one hand, I want to say I cannot imagine why anyone would do that but in a way I almost can?? I can see how you would be too scared to go to a doctor sometimes and think you can handle things at home. But this was something serious!!! He was scared it was broken so I don't know why he would put a steel chopstick in there???? Was it supposed to fix it? This guy must have been seriously scared to try to check things out at home. He must have been terrified. I feel so bad. He must have been so upset to realize he couldn't get it out, and knowing now he had to go to the doctor. Thank god he didn't push it in any further or they said he could have died! Poor guy. At least he stopped before that point. He must be on his own because his wife would have nagged	fear	2.0	6.0	1.0	40.0	80000.0	6.5	6.0	4.0	5.0	2.5	4.143	2.4290000000000003	4.428999999999999	4.571000000000001	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166	1551	0.1363636363636363	0.1363636363636363	0.0454545454545454	0.1363636363636363	0.0	0.1818181818181818	0.1363636363636363	0.1363636363636363	0.0454545454545454	0.0454545454545454	0.0	2.5657416743264174	2.7223160282267576	low	medium	An essay written by a 40.0 years old white female, with a four year bachelor's degree, with an income of 80000.0$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: anger, sadness.						
6.0	5.5	This just has to hit you right in the heart. All the families and children out to have a fun night together and are killed and injured recklessly. I can't imagine that seen and so many people that were effected. The mother with her kids that were killed and her husband had just been killed earlier that summer in a car wreck. I am glad they will all be together in heaven atleast. That poor school having to deal with deaths of there classmates so young. I cant imagine that horrific seen for the emergency services when they arrive they were probably horrified and pray for them also. This is just such a senseless way to die.	sadness	2.0	3.0	1.0	27.0	25000.0	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	117	1854	0.1333333333333333	0.0666666666666666	0.1166666666666666	0.0666666666666666	0.1	0.1	0.15	0.1166666666666666	0.05	0.1	0.2	3.065341716583021	2.9158982298553457	medium	medium	An essay written by a 27.0 years old white female, went to a technical/vocational school, with an income of 25000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: hope.						
