empathy	distress	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	fear	sadness	disgust	surprise	anger	neutral	hope	joy	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo	conversation_id	article_id	speaker_id	speaker_number	split	prompt
5.0	1.0	it is a very interesting article. quite a good read and has important information. the article did really communicate to me i felt like the author was talking to me trying to relay some sort of information. i like the use of language that the author uses, very simple and easy to understand for everyone.    please read it.	joy	1.0	6.0	1.0	31.0	50000.0	2.5	3.5	5.0	5.0	5.5	3.0	3.0	3.286	2.857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	58	1038	0.0	0.0	0.0625	0.3125	0.0625	0.5	0.0	0.0	0.0	0.0625	0.0666666666666666	3.393347213143896	2.763376731148291	medium	low	An essay written by a 31.0 years old white male, with a four year bachelor's degree, with an income of 50000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: hope.						
5.832999999999999	5.75	Even though fewer people are crossing this year than in 2015, more people are dying as they try to make the journey.Bodies of migrants in a boat off the coast of Libya in October. At least 29 people died in the incident, all in their 20s.One person out of every 88 has been lost at sea trying to reach the shores of Greece, Italy or Spain. That means they're 90 times more likely to die on the journey than an American is likely to die of gunshot wounds.	neutral	1.0	6.0	1.0	53.0	240000.0	4.0	4.0	4.0	3.5	3.5	3.143	3.143	3.0	2.857	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	88	831	0.2	0.05	0.05	0.0	0.05	0.15	0.2	0.2	0.05	0.05	0.0	2.904538852403562	2.71586396814794	low	low	An essay written by a 53.0 years old white male, with a four year bachelor's degree, with an income of 240000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.						
3.667	4.375	Wow...what a strange turn of events in this story. This guy who just randomly opened fire on a police officer turns out to be responsible for a number of homicides in Alaska. It's crazy to think that if the officers never confronted him for something unrelated, that there could have been countless more killings.	surprise	1.0	6.0	5.0	25.0	70000.0	5.5	5.5	2.5	5.5	5.5	3.857	2.143	4.0	3.714	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	54	498	0.2307692307692307	0.0769230769230769	0.0	0.2307692307692307	0.0769230769230769	0.2307692307692307	0.0769230769230769	0.0769230769230769	0.0	0.0	0.0	2.7093261450465045	2.922420311263904	low	low	An essay written by a 25.0 years old asian/pacific islander male, with a four year bachelor's degree, with an income of 70000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.						
1.0	2.75	Hey, can you believe that guy who threw down the flamingo at the bush gardens? There was no rhyme or reason to it. Must have thrown that bird extremely hard to have injured it so bad that it needed to be euthanized.  Animal abuse doesnt just stop at domesticated animals. He has got what he has coming to him and I think he should have a ton of community service where he is forced to clean exceriemnt	anger	2.0	6.0	1.0	26.0	65000.0	6.0	6.5	6.0	7.0	6.0	4.428999999999999	1.429	2.857	4.571000000000001	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	77	1526	0.1904761904761904	0.0952380952380952	0.0476190476190476	0.0476190476190476	0.0	0.1428571428571428	0.1904761904761904	0.1428571428571428	0.0952380952380952	0.0476190476190476	0.0	2.82703580538092	2.8614171198442326	low	medium	An essay written by a 26.0 years old white female, with a four year bachelor's degree, with an income of 65000.0$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.						
3.0	3.25	i was reading about this article and got caught up in it because of the main topic when  it had started, it began talking about all of these massive shootings that have been going on around the country. i felt like that was the main idea and discussing the murders in the united states i feel like they could have posted the differences between the states and other countries around the world as well. its free writing but i think it makes americans look bad.	anger	2.0	4.0	2.0	52.0	10000.0	7.0	7.0	7.0	6.0	5.5	4.2860000000000005	1.0	3.429	4.714	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	85	887	0.1	0.1	0.0	0.1	0.0	0.4	0.1	0.1	0.1	0.0	0.0	3.017139235689954	2.8270698302728823	low	low	An essay written by a 52.0 years old hispanic or latino female, went to college, with an income of 10000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger, sadness, disgust.						
2.833	2.0	"Man, they are ruining the giraffe habitat of the Rothschild giraffe. It kind of sucks, but what can you do? All we do as humans is destroy nature anyway, and when it comes right down to it, I'm sick of hearing about ""This endangered species, That endangered species."" It is near nauseating to hear people continually express concern over things we cannot even change. The habitats are going to be destroyed, animals are going to die - so what? As humans, we are a plague on the earth, but pretending that is going to change any time soon is silly and fool-hearted. I wish people would stop pretending to be concerned over things that they ultimately have almost no influence on, anyway."	anger	1.0	6.0	2.0	37.0	25000.0	5.0	6.0	4.5	1.5	3.5	1.857	2.0	2.286	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	122	370	0.2307692307692307	0.0769230769230769	0.0512820512820512	0.0256410256410256	0.0	0.1025641025641025	0.282051282051282	0.1282051282051282	0.0512820512820512	0.0512820512820512	0.037037037037037	2.862843402460182	2.8337898914839985	medium	low	An essay written by a 37.0 years old hispanic or latino male, with a four year bachelor's degree, with an income of 25000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: fear.						
4.5	4.75	“The vast majority of battleground states have Republicans overseeing their election systems,” Moore told POLITICO last week. “It’s safe to assume they’re not rigging the process either against Donald Trump or for anyone else.” Meanwhile, Trump’s downward spiral has forced House Republicans to scramble to secure their once-safe majority and the difficult balancing act between Trump’s die-hard supporters and moderate independents has begun to take its toll on vulnerable Senate candidates like New Hampshire’s Kelly Ayotte. She trailed by 8 points in a poll released on Thursday, after polls earlier this month showed a dead heat. For the party that put Trump forward, the race has become less of a suspenseful thriller and more, to use a favorite Trump term, of a “horror show.”	neutral	1.0	4.0	3.0	30.0	60000.0	3.5	4.5	3.5	4.0	3.5	2.571	2.571	3.143	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	124	304	0.1153846153846153	0.0384615384615384	0.0384615384615384	0.2307692307692307	0.0384615384615384	0.2307692307692307	0.0769230769230769	0.0384615384615384	0.0384615384615384	0.1538461538461538	0.0	2.7376762877819973	2.659867013846174	medium	medium	An essay written by a 30.0 years old black or african american male, went to college, with an income of 60000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: joy.						
6.167000000000001	6.375	This article talks about pouching in Africa. It's really sad hearing about the rhinos. We need to protect these animals. These animals are more important that the people poaching them. Those poachers deserve to die; they are horrible people and they are destroying a unique species. This is a terrible thing. They desperately need to protect these poor rhinoes from people.	sadness	2.0	6.0	1.0	34.0	60000.0	6.0	4.5	1.0	6.5	2.0	4.143	4.857	4.428999999999999	4.571000000000001	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	61	296	0.1818181818181818	0.1515151515151515	0.0303030303030303	0.0606060606060606	0.0303030303030303	0.1515151515151515	0.1818181818181818	0.1212121212121212	0.0909090909090909	0.0	0.0769230769230769	3.12513653855677	2.8962122857818247	medium	medium	An essay written by a 34.0 years old white female, with a four year bachelor's degree, with an income of 60000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger.						
5.5	3.75	I've heard of necrotizing fasciitis before. It's really fucking scary to think that just from a tiny little cut you could get a disease that has a high likelihood of killing you. There's also a similar bacteria called naegleria fowlerii that can get into your body from water going up your nostrils and it basically eats your brain. Nature is fucking metal.	disgust	2.0	6.0	1.0	31.0	32000.0	6.0	3.5	4.5	6.0	5.5	4.428999999999999	3.429	4.571000000000001	4.571000000000001	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	62	17	0.2307692307692307	0.1538461538461538	0.0	0.0	0.0	0.0	0.2307692307692307	0.2307692307692307	0.1538461538461538	0.0	0.0	2.9685028317594493	2.921429266234316	medium	medium	An essay written by a 31.0 years old white female, with a four year bachelor's degree, with an income of 32000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: sadness.						
1.0	1.25	This story specifically doesn't make me feel anything, since I don't know these people and I feel like if I tried to have emotions for every victim of a crime I read about that would just require too much mental effort. In a broader sense however, I feel frustrated and tired of having to deal with men committing acts of violence against women constantly simply because they can, especially in cases like this where there didn't seem to be much prior warning. It's irritating because it is such an awful trend, so it makes me feel sort of disgusted with the state of the world in that way.	anger	2.0	6.0	1.0	29.0	62000.0	7.0	4.0	1.0	2.0	4.5	2.571	1.143	2.143	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	108	284	0.1290322580645161	0.1935483870967742	0.032258064516129	0.064516129032258	0.032258064516129	0.1290322580645161	0.2258064516129032	0.0967741935483871	0.064516129032258	0.032258064516129	0.0416666666666666	2.727391499030461	2.731973273702512	low	low	An essay written by a 29.0 years old white female, with a four year bachelor's degree, with an income of 62000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.						
1.0	6.625	"I just read an article about a democrat running for office. It talked about ""if Hillary won the election"" How can people be so ignorant. If Hillary won the election America would be in a much worse situation than it is currently. It just amazes me what they focus their elections on. Ok, guns kill people...whatever Democrats kill babies. Why has nobody been bright enough to realize that? I think the country is slowly becoming retarded."	anger	1.0	6.0	3.0	33.0	63000.0	7.0	7.0	6.0	6.0	7.0	4.571000000000001	1.0	2.4290000000000003	4.2860000000000005	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	76	1482	0.25	0.0	0.0	0.0	0.0	0.0833333333333333	0.3333333333333333	0.25	0.0833333333333333	0.0	0.0	2.49758430314679	2.439357757526388	low	low	An essay written by a 33.0 years old black or african american male, with a four year bachelor's degree, with an income of 63000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.						
2.833	7.0	Wow - this is so so horrible! I can't even begin to understand why Syria would attack its own citizens, and why would Russia support them in doing so? This is a sick regime and I am glad that America and its allies are interfering. The fact that they are denying doing it is truly messed up. I hope these poor children who survived are able to get the healthcare they so desperately deserved. Could you guys imagine if this was happening here??	disgust	2.0	5.0	1.0	22.0	40000.0	6.0	6.0	3.5	6.5	6.0	3.429	3.143	3.714	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	83	521	0.0909090909090909	0.0909090909090909	0.1363636363636363	0.0909090909090909	0.0454545454545454	0.1363636363636363	0.1818181818181818	0.0454545454545454	0.0909090909090909	0.0909090909090909	0.2	2.9038685158480497	2.9107978232499367	medium	medium	An essay written by a 22.0 years old white female, with a two year associate degree, with an income of 40000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: hope.						
5.332999999999999	5.75	I will never empathize or understand racists. Vandalism is the epitome of childish crimes as well. It's the twenty-first century and we still are surrounded by stupid racists. I say stupid because ignorance is simply not having a lack of intelligence or something, but you're still willing to educate yourself or be educated on it. Stupidity is being surrounded by so many outlets, professors, libraries, internet, magazines, and still refusing to learn about those that are different from you.	anger	2.0	6.0	3.0	28.0	35000.0	4.5	7.0	4.0	6.5	5.5	4.571000000000001	3.0	5.0	3.571	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	79	1133	0.0769230769230769	0.0	0.0	0.0769230769230769	0.0	0.3846153846153846	0.3846153846153846	0.0	0.0	0.0769230769230769	0.0	2.656298210562152	2.681233949912142	low	low	An essay written by a 28.0 years old black or african american female, with a four year bachelor's degree, with an income of 35000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: joy.						
6.0	2.0	"The only solution for the ""wage gap"" is the total abolishment of capitalism and all governments. There will be no more wage gap when there is no money! By instituting Anarcho-Communism, all people can be given what they need without a worry of who is getting more or less. Capitalism is evil and must be destroyed!"	anger	2.0	4.0	1.0	25.0	4000.0	1.0	3.5	1.5	4.0	1.0	3.0	4.857	4.2860000000000005	4.2860000000000005	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	56	592	0.1363636363636363	0.1363636363636363	0.0909090909090909	0.0454545454545454	0.0454545454545454	0.0909090909090909	0.2272727272727272	0.1363636363636363	0.0454545454545454	0.0454545454545454	0.0	2.6496966608113497	2.746899649594314	low	low	An essay written by a 25.0 years old white female, went to college, with an income of 4000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger, sadness.						
6.0	5.625	Here is an article I just read about an accident at an amusement park in Australia. I've never heard of Dreamworld, have you? But the ride sounds like the old Shoot the Rapids we used to ride on at Cedar Point. In this case, the boat tipped over and people got trapped in the conveyor belt. I can't even imagine what the last moment of those people's lives must have been like. As for the kids who saw it all happen-- there are no words! At least none of the children died in the accident. But now they have lost a parent. One of those kids was just a baby. Now she will never know her mother. I never thought about rides failing when we were kids and used to go to amusement parks, but now I would probably not ride on any of that stuff.	neutral	2.0	6.0	1.0	49.0	15000.0	5.5	5.5	4.0	6.0	2.5	4.143	3.429	3.714	4.571000000000001	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	146	526	0.1351351351351351	0.081081081081081	0.1081081081081081	0.027027027027027	0.054054054054054	0.1081081081081081	0.2162162162162162	0.1621621621621621	0.0	0.1081081081081081	0.0	2.6187031981155022	2.5647800652986943	low	low	An essay written by a 49.0 years old white female, with a four year bachelor's degree, with an income of 15000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.						
4.667	2.875	From this article I learned about repression of gay rights in Uganda. Gay rights protesters were rounded up by police and taken away from the resort where they were protesting and of those that attempted to resume protesting at another spot, police escorted them away. Gay rights have been struggling in Uganda, where homosexuality is illegal and repressed.	anger	1.0	6.0	1.0	47.0	30000.0	6.5	5.0	4.0	6.0	6.0	4.0	2.4290000000000003	4.714	4.571000000000001	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	58	1352	0.2857142857142857	0.0714285714285714	0.0	0.1428571428571428	0.0	0.1428571428571428	0.2142857142857142	0.0714285714285714	0.0714285714285714	0.0	0.0	2.8694612953994367	2.8296924812416444	medium	medium	An essay written by a 47.0 years old white male, with a four year bachelor's degree, with an income of 30000.0$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.						
2.833	3.625	You never know when a disaster could strike, and often it seems that they are the most unexpected and inopportune time. It's especially sad when you don't expect it. A whole family was lost in flames, including their family pet. Their house was turned to rubble and ash. You should always take the time in your day to appreciate everything that you have because you never know what could happen at any moment. Make sure to always be appreciative and caring.	fear	1.0	4.0	1.0	25.0	50000.0	5.0	6.5	1.5	5.0	2.5	2.857	3.143	3.0	2.857	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81	912	0.1034482758620689	0.0689655172413793	0.1724137931034483	0.0344827586206896	0.1034482758620689	0.1034482758620689	0.2413793103448276	0.1034482758620689	0.0344827586206896	0.0344827586206896	0.1	2.858332395277721	2.6262849770430674	medium	low	An essay written by a 25.0 years old white male, went to college, with an income of 50000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: surprise, sadness.						
1.5	1.375	I think most people would be disturbed about how animals are treated before they are slaughtered and used for meat.  I feel like aside from clearly inhumane treatment, it should be expected that killing an animal for food isn't exactly going to be the most pleasant process for the creature.  I'm not particularly surprised that the method of stunning chickens has a failure rate.	disgust	1.0	6.0	1.0	24.0	60000.0	6.5	4.0	6.5	4.0	7.0	3.286	2.857	3.0	2.714	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	64	1382	0.125	0.0833333333333333	0.0833333333333333	0.0833333333333333	0.0833333333333333	0.0833333333333333	0.1666666666666666	0.125	0.0833333333333333	0.0833333333333333	0.0833333333333333	2.857994738271429	2.9129250167450538	low	low	An essay written by a 24.0 years old white male, with a four year bachelor's degree, with an income of 60000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.						
5.332999999999999	6.0	Can you believe this article? The more I read this article the more disgusted I got with what had been done to this kitten. This is a awful story that deserves to be heard by more people to make sure that the the kitten receives justice, and that the person who did this is not allowed to hurt any more animals. I think it is a great thing that this person is not allowing for someone to get away with this and making sure that others will stand with him and not allow this crime to go unpunished. I think it would be great if you could share this story and let others know so something like this can be stopped in the future.	disgust	1.0	4.0	2.0	27.0	35000.0	6.0	6.0	2.0	6.0	5.5	2.857	2.0	2.286	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	124	826	0.0869565217391304	0.1304347826086956	0.0434782608695652	0.1739130434782608	0.0	0.1739130434782608	0.1304347826086956	0.0869565217391304	0.0434782608695652	0.1304347826086956	0.0	2.962235586257199	2.972241786915248	medium	low	An essay written by a 27.0 years old hispanic or latino male, went to college, with an income of 35000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: anger, joy.						
2.333	2.25	Thinking about air conditions in other countries I wonder if other countries who have the capability can help out. The article I read was about air quality and I wondered if it's hard to teach Indian citizens the affects of what they are doing. Maybe teaching them in school would help. It seems many people are suffering and changing for the better would benefit a lot of people. I guess us caring about those would also be beneficial to us because we all share the same planet.	fear	2.0	6.0	5.0	33.0	51000.0	6.0	5.5	4.5	3.5	4.0	3.0	2.0	3.571	3.429	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87	1082	0.0625	0.0	0.0625	0.1875	0.125	0.25	0.0625	0.0625	0.0625	0.125	0.0	2.870850013215087	2.6540760138808723	medium	low	An essay written by a 33.0 years old asian/pacific islander female, with a four year bachelor's degree, with an income of 51000.0$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: surprise, joy.						
3.167	5.375	it is about time that for profit education has had the breaks put on them.  provide a substandard education at the students and government's expense in unconsionable.  they should have been shut down years earlier.  there are so many cheaper and better alternatives to obtaining and education.  i don't feel sorry for them	anger	1.0	7.0	1.0	65.0	79000.0	6.0	6.0	6.5	5.0	6.5	2.143	1.0	2.571	3.143	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	53	1281	0.2	0.0	0.2	0.2	0.0	0.2	0.2	0.0	0.0	0.0	0.0	3.1159481491369423	2.9728841225935967	low	low	An essay written by a 65.0 years old white male, postgradute or with a professional degree, with an income of 79000.0$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.						
