message_id	response_id	article_id	empathy	distress	empathy_bin	distress_bin	essay	emotion	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	essay_word_count	essay_id	fear_count	anger_count	anticipation_count	trust_count	surprise_count	positive_count	negative_count	sadness_count	disgust_count	joy_count	hope_count	empathy_count	distress_count	empathy_level	distress_level	prompt_bio	prompt_emp	prompt_emo	conversation_id	speaker_id	speaker_number	split
R_1nSHXIH282d3nd3_2	R_1nSHXIH282d3nd3	157	3.167	4.125	0.0	1.0	This sort of story is showing up far too much in the news anymore.  It shows a deepening divide of racial tensions in America, which is something I thought we had finally put behind us.  That being said, I mean that the racial tension is coming from BOTH sides, not just one side or the other.  BOTH sides need to be held accountable for their actions and the divide they are creating in this country.	fear	1	6	1	33	75000	7.0	3.5	2.0	4.5	4.5	3.857	3.0	3.714	3.571	75	753	0.0	0.0909090909090909	0.2727272727272727	0.1818181818181818	0.0909090909090909	0.1818181818181818	0.0	0.0	0.0909090909090909	0.0909090909090909	0.0769230769230769	2.653750256549198	2.724894134965422	low	low	An essay written by a 33 years old white male, with a four year bachelor's degree, with an income of 75000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger, surprise, disgust, joy.				
		367	6.166666666666667	6.5			This isn't the first time it seems like the US has backed what looks to be a group of terrorists. I feel like we as a country need to do better and investigate just who we support much better than we are currently doing. I think the sooner we do it the more luck we will have in making this world a better place.	neutral	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	64	1899	0.0	0.0	0.3333333333333333	0.0	0.1666666666666666	0.3333333333333333	0.0	0.0	0.0	0.1666666666666666	0.1428571428571428	2.839114863494712	2.851053170608568	low	low	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: surprise, joy.	371.0	19.0	1.0	train
R_2rDyxME5mBal26x_4	R_2rDyxME5mBal26x	271	3.0	2.75	0.0	0.0	Here is another example of domestic gun violence that is happening in america.  I know that you feel very strongly about this issue and figured that you might want to read this article that I found.  It is such a sad story, and until we get the guns off the street, these stories are just going to keep coming up.	sadness	1	4	1	44	35000	7.0	7.0	7.0	7.0	7.0	5.0	1.429	4.0	4.857	60	324	0.1666666666666666	0.1666666666666666	0.0833333333333333	0.0833333333333333	0.0	0.1666666666666666	0.1666666666666666	0.0833333333333333	0.0	0.0833333333333333	0.0	2.968321020106281	2.942090835495732	low	medium	An essay written by a 44 years old white male, went to college, with an income of 35000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: anger.				
R_21sHPy3Zfn9XV2y_2	R_21sHPy3Zfn9XV2y	103	5.5	5.375	1.0	1.0	While I think many of us are troubled with the recent relations with Russia and suspicion of rigging our US election, in cahoots with POTUS Trump and hacking, we need to sort through the details and make sure we are using facts when they are available. Suspicions are sometimes unfounded, my heart goes out to the agent's family.	sadness	2	5	1	31	92500	5.5	5.0	7.0	6.5	5.0	4.143	2.286	3.571	4.0	58	339	0.25	0.0	0.0	0.25	0.0	0.25	0.25	0.0	0.0	0.0	0.0	2.859332272852332	2.601549228934691	medium	medium	An essay written by a 31 years old white female, with a two year associate degree, with an income of 92500$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
		80	5.666666666666667	4.375			Reading about the plight of the Rohingya is always a very sobering experience. Basically, these people are nation-less. They are being persecuted in Burma and forced out of neighboring Bangladesh. I feel like Suu Kyi is being unfairly blamed for a situation that is just too complex for the country to solve effectively. I'm really trying to put myself into the shoes of one of the oppressed Muslim minorities like the Rohingya or the Uyghers and having a very difficult time imagining what a day in their lives must be like.	neutral	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	91	1967	0.3333333333333333	0.0	0.2222222222222222	0.0	0.0	0.0	0.2222222222222222	0.1111111111111111	0.1111111111111111	0.0	0.0	2.60288364097306	2.526598938573804	low	low	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 39000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.	368.0	25.0	1.0	train
		134	5.5	3.25			I really feel for the people who depend on that river for their livilihood. it seems like real lasting and permanent damage has been caused, and people don't really know what to do about it or do next. The confusion that remains is awful. It sounds like a lot of people's fishing careers will never before restored with the river the way it is now.	sadness	1	6	1	40	140000	6.0	5.5	4.0	4.0	5.5	3.714	2.0	2.571	2.429	65	1867	0.1428571428571428	0.1428571428571428	0.0476190476190476	0.1428571428571428	0.0	0.0952380952380952	0.1904761904761904	0.0952380952380952	0.1428571428571428	0.0	0.0	2.962947135027021	2.585257472230297	medium	low	An essay written by a 40 years old female, postgradute or with a professional degree, with an income of 140000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: anger, disgust.	109.0	11.0	2.0	train
R_3EMi9H6INraNIsy_1	R_3EMi9H6INraNIsy	55	2.0	1.125	0.0	0.0	"Well nothing about this article was suprising to me.  I'm sure it wasn't to you either.  We've talked before about how much politicians like to brag, but there's very little to back up the whole ""America is the greatest country in the world"" thing.  Interesting that South Korea has the most patents per people though."	neutral	2	5	1	34	50000	6.0	5.0	2.0	5.5	6.0	3.143	2.714	3.429	3.0	55	697	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.1182596997411403	1.9392734532714768	low	low	An essay written by a 34 years old white female, with a two year associate degree, with an income of 50000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: neutral.				
		94	7.0	7.0			This is really a shame with whats going on. I feel like the war on terror has been a massive failure. We have lost soldiers. I think of how many families no longer have their children any longer. Then the situation in the Middle East is heartbreaking as well. Young kids, some teenagers have been used as pawns in this sick game. Women are being treated like pieces of meat.I wish I could say that there was something that we as a nation can do, but the situation looks pretty bleak. I think maybe the best thing to do is to stop invading these countries for their oil. It's our own fault in many ways.	disgust/sadness	1	5	1	40	25000	7.0	7.0	7.0	7.0	7.0	5.0	1.429	4.857	4.857	115	2391	0.1538461538461538	0.0	0.0384615384615384	0.0769230769230769	0.0	0.0384615384615384	0.3076923076923077	0.2307692307692307	0.1153846153846153	0.0384615384615384	0.0714285714285714	2.686066193385328	2.597301713211848	low	low	An essay written by a 40 years old female, postgradute or with a professional degree, with an income of 25000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.	142.0	18.0	1.0	train
		48	5.833333333333333	6.0			This is sad as somebody with elderly parents the thought of them dying alone is quite scary. We must be able to fix this and the best way how is to just overall understand that they need help. We must strive to do better. To do better means helping them out. There is little dignity in that kind of life since everyone else flees and leaves them alone.	sadness	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	68	1688	0.0833333333333333	0.0833333333333333	0.1666666666666666	0.1666666666666666	0.0	0.1666666666666666	0.0833333333333333	0.0833333333333333	0.0833333333333333	0.0833333333333333	0.0	2.972704179977267	2.8861955700989	medium	medium	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: anger, sadness, disgust, joy.	306.0	19.0	1.0	train
		150	4.333333333333333	2.0			I just read an article about China's Yu Xu. She was one of the first female fighter pilots cleared for a solo flight. The state run media is very tight lipped about the cause of the accident and the comments attributed to Yu seem very sterile and highly suspect. She was even compared to Mulan at the end of the article. I just don't know about communist governments. The whole thing seemed like lip service to mask a technical failure.	neutral	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	80	1917	0.2142857142857142	0.0	0.0	0.0	0.0714285714285714	0.0714285714285714	0.3571428571428571	0.2142857142857142	0.0714285714285714	0.0	0.0	2.2953562079581937	2.0373867229805303	low	low	An essay written by a 29 years old female, postgradute or with a professional degree, with an income of 39000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.	64.0	25.0	1.0	train
		113	2.5	6.125			The ban on smoking outdoors in the article takes place in England, but the same thinking could happen in the United States. I do not like the ban. I do not smoke or want my children smoking, but what other adults do with their bodies is their business. If there is proof that smoking in an outdoor space hurts others, then it should be banned. If it only hurts the smoker, then it should be allowed.	neutral	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	76	2379	0.0	0.0	0.2	0.2	0.0	0.0	0.6	0.0	0.0	0.0	0.0	2.443140761149049	2.467117365053837	low	low	An essay written by a 37 years old female, postgradute or with a professional degree, with an income of 40000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: neutral.	346.0	30.0	1.0	train
R_2BeQ0Xfb14rm620_4	R_2BeQ0Xfb14rm620	262	5.0	4.25	1.0	1.0	Hey,  This is some sad news. The rhino couldn't be saved from his infectious diseases, so he had to be put down. I feel bad for the animal as he or she didn't have to live this way. In addition, it was difficult to find treatment for the rhino, so I feel bad for the veterinarians that had to take care of the rhino.	sadness	1	6	3	24	55000	4.0	6.5	5.5	4.0	7.0	4.857	2.0	3.429	3.143	64	478	0.2666666666666666	0.1333333333333333	0.0	0.0	0.0	0.0	0.2	0.2	0.2	0.0	0.0	2.9739506359875407	2.828287851119073	medium	medium	An essay written by a 24 years old black or african american male, with a four year bachelor's degree, with an income of 55000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
		128	1.0	1.75			I wonder when this kind of stuff will stop.  While I do believe that there are many cases of abuse like this that occur.  All it takes are a couple of false accusations that destroy the fabric of the whole movement.  I'm sure this sound insensitive, but this new trend of people coming clean about harassment that occured decades ago, and is basically unprovalbe is getting old.  It's hard to believe people, particularly after the Kavanaugh case where I don't think the accuser was very believable.	neutral	1	5	1	31	82000	3.5	2.5	2.0	4.5	5.0	3.571	2.286	1.857	2.0	86	1945	0.1578947368421052	0.1052631578947368	0.0526315789473684	0.1052631578947368	0.0	0.1578947368421052	0.1578947368421052	0.1052631578947368	0.0526315789473684	0.1052631578947368	0.0	2.3970006252859384	2.390040417607161	low	low	An essay written by a 31 years old female, postgradute or with a professional degree, with an income of 82000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.	233.0	49.0	2.0	train
		169	4.166666666666667	3.375			I am not really sure how I feel about this article. I kind of think that parents in this situation should face some type of consequences. Not always jail time but community service or being forced to partake in educational classes so as to avoid these situations in the future. As hard as it is to say this, the parents are at fault as this is a clear case of negligence. 	neutral	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	71	1904	0.1818181818181818	0.0	0.0454545454545454	0.1363636363636363	0.0	0.1818181818181818	0.2727272727272727	0.1363636363636363	0.0	0.0454545454545454	0.0	2.8177740780060314	2.766608250572887	low	low	An essay written by a 30 years old female, postgradute or with a professional degree, with an income of 30000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: fear.	76.0	2.0	1.0	train
R_wMKuQErkdrWY17b_2	R_wMKuQErkdrWY17b	96	2.0	5.625	0.0	1.0	It is sad that this is what is needed to get some people to pay attention to the immense damage that has been and is continuing to be done by global warming. Something should not have to affect you in order for it to matter. There are things that are a lot more important than your coffee fix. For instance, the people-like the people in the story-whose livelihoods are being put in danger because of global warming.	sadness	2	6	1	32	70000	4.0	4.0	4.0	5.5	5.5	3.143	2.857	3.714	3.714	77	311	0.0666666666666666	0.0666666666666666	0.0666666666666666	0.1333333333333333	0.0	0.2666666666666666	0.1333333333333333	0.1333333333333333	0.0666666666666666	0.0666666666666666	0.0	2.841397005345242	2.8286421250592	low	medium	An essay written by a 32 years old white female, with a four year bachelor's degree, with an income of 70000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: sadness.				
R_6KDlV6s0WkskdJD_1	R_6KDlV6s0WkskdJD	48	5.832999999999999	3.625	1.0	0.0	I just read a very sad article on the elderly that are stuck in Aleppo, Syria due to the war there. Apparently, 200,000 people are unable to get out due to the government's siege of the area. There is a decreased access to food and resources for long term medical conditions are scarce. The elderly are having to sacrifice their well-being for the well-being of their children and grandchildren. The war needs to come to an end soon, before there is more suffering by the people of Syria.	sadness	2	6	1	50	154000	7.0	4.0	4.5	6.0	6.5	4.428999999999999	1.857	1.429	4.143	88	401	0.2	0.0	0.1	0.1333333333333333	0.0	0.1333333333333333	0.2	0.1	0.0333333333333333	0.1	0.0	3.093105015093464	2.786820799443415	medium	medium	An essay written by a 50 years old white female, with a four year bachelor's degree, with an income of 154000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
		44	5.833333333333333	5.875			We need gun control now. The amount of deaths like this airline worked being gunned down is everyday news at this point. Everyday is a new story about a new death due to guns. Pro gun activists say that cars or tobacco kill people more but those arent made to kill people and guns are and they do kill people.	anger/disgust	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	60	2057	0.2608695652173913	0.1304347826086956	0.0434782608695652	0.0	0.0434782608695652	0.0	0.3043478260869565	0.1739130434782608	0.0434782608695652	0.0	0.0	3.006926254224401	3.083377409337725	medium	medium	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.	356.0	19.0	1.0	train
R_2R30hNw7kAaj5ZY_5	R_2R30hNw7kAaj5ZY	344	6.832999999999999	6.5	1.0	1.0	I feel so sorry for these people trying to flee their current situation.  These crossings need to be safer for these people.  All of these people drown and for what?  A chance at freedom, a chance to get away from what they fear, and I feel like these people need to be helped and find a way to get them across safely.	sadness	1	4	1	35	90000	7.0	2.0	4.5	7.0	6.5	4.714	2.0	1.714	4.857	62	124	0.2307692307692307	0.0769230769230769	0.0	0.0769230769230769	0.1538461538461538	0.0769230769230769	0.2307692307692307	0.0769230769230769	0.0	0.0769230769230769	0.0	3.3237760031283745	3.174299145176373	medium	medium	An essay written by a 35 years old white male, went to college, with an income of 90000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
R_1mrbh8yc48w0boX_4	R_1mrbh8yc48w0boX	299	7.0	7.0	1.0	1.0	These poor birds. We need to start recycling more and making sure our plastics are at least cut up. The beads in the plastic seem to be a good idea to try and detour the birds from eating it. All these simply thing we as humans can be doing to prevent these terrible things from happening. I feel like recycling and people having knowlegde about these plastics and polluting our environment are everywhere for Americans to see.i just kind of wonder the countries that had the highest percent of plastic in their oceans do they educate or inform those countries like america does? Why are those country so much higher then the others what do we need to do to reduce that number?	sadness	2	3	1	32	100000	6.0	6.0	4.0	6.0	5.5	3.857	2.857	3.0	3.429	123	460	0.1304347826086956	0.0434782608695652	0.1304347826086956	0.1304347826086956	0.0869565217391304	0.1739130434782608	0.0869565217391304	0.0434782608695652	0.0434782608695652	0.1304347826086956	0.0434782608695652	3.0977773496308667	2.981875651633667	medium	medium	An essay written by a 32 years old white female, went to a technical/vocational school, with an income of 100000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: joy.				
		291	5.5	5.625			"I feel really sad about this.  I love dogs and police dogs are great helpers to the police and community.  I hope that this truly was a ""bad accident"" as described by the Sheriff, and not serious neglect or negligence or something.  But I'm not sure what the procedures are for keeping police dogs in cars, and what the likely explanation is for something like this.  The police officer presumably feels terrible, and I feel bad for him too, as long as the mistake was honest.  If it wasn't then I have no sympathy for him.  But if it was then I bet he feels horrible and partly doesn't want to show his face to the other officers anymore."	sadness	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	119	1790	0.1666666666666666	0.0833333333333333	0.0333333333333333	0.1333333333333333	0.0333333333333333	0.1666666666666666	0.1333333333333333	0.1166666666666666	0.0833333333333333	0.05	0.0454545454545454	2.736271449571189	2.6272016535996783	medium	low	An essay written by a 41 years old female, postgradute or with a professional degree, with an income of 28000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: fear.	313.0	48.0	2.0	train
R_2Qya6z7Tq9vKDU6_4	R_2Qya6z7Tq9vKDU6	327	1.0	5.75	0.0	1.0	It makes me sad to think of this man who was mentally unstable attacking people. I wonder sometimes how many attacks are attributed to terrorists when in reality the people might just be mentally ill. I wish we had a better system for treating mental illness in our country instead of locking people away.	sadness	2	4	1	35	50000	5.5	2.5	3.5	6.5	4.0	3.286	3.0	3.571	4.857	54	266	0.2222222222222222	0.1111111111111111	0.0	0.0555555555555555	0.1111111111111111	0.0	0.2222222222222222	0.1666666666666666	0.1111111111111111	0.0	0.0	3.0128095104162043	3.181073190461428	medium	medium	An essay written by a 35 years old white female, went to college, with an income of 50000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.				
		94	3.5	2.75			This situation is one of the worse that I can imagine. When you cannot even feel safe in the city you live in let alone your own house, it is time to move. I can imagine that these people have nowhere to go though. Situations like this disrupt normal life and induce a fear that many people in their normal lives will never know.	neutral	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	64	1936	0.2	0.1	0.1	0.1	0.0	0.1	0.2	0.1	0.0	0.1	0.0	2.736112080800165	2.741156609675037	low	medium	An essay written by a 30 years old female, postgradute or with a professional degree, with an income of 30000$.	The essay expresses low empathy and medium distress levels.	 The top emotions expressed in the essay are: fear.	142.0	2.0	2.0	train
		314	5.833333333333333	6.5			this is just sad no one expects to die in a crash like this. I feel like overall it is very depressing and just quite sad. The fact that Lina was returning home from church when they were hit makes it even sadder. I feel like they need to find a way to prevent these crashes although it is quite hard for me to pinpoint exactly what to do.	sadness	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	69	1739	0.1666666666666666	0.0555555555555555	0.0555555555555555	0.1111111111111111	0.0555555555555555	0.0555555555555555	0.2222222222222222	0.1666666666666666	0.0555555555555555	0.0555555555555555	0.0	2.9634668088634823	2.7469806392604177	medium	medium	An essay written by a 32 years old female, postgradute or with a professional degree, with an income of 35000$.	The essay expresses medium empathy and medium distress levels.	 The top emotions expressed in the essay are: sadness.	129.0	19.0	1.0	train
R_1eVIE8HYgaJnhyF_5	R_1eVIE8HYgaJnhyF	372	6.167000000000001	5.5	1.0	1.0	I have such tender feelings for all these poor women that are being raped. American women are freaking out left and right about such minor things when we have these poor women being raped and tortured for no reason at all other than who they affiliate with. This stuff is so ridiculous and it adds such a mysterious cloak to it because western journalists aren't really allowed in myanmar. It just seems other wordly that all this violence and just chaos is going on. Not really even that far away, sure it's the other side of the planet but these crimes and disrespect of human rights is happening one way or another. What would you do in the situation if you were one of the innocent people stuck in the middle of it?	sadness	1	6	1	27	52000	7.0	6.0	5.0	6.5	6.0	4.571000000000001	1.143	2.143	4.714	133	366	0.1363636363636363	0.1818181818181818	0.0454545454545454	0.0909090909090909	0.0454545454545454	0.1363636363636363	0.1818181818181818	0.0909090909090909	0.0454545454545454	0.0454545454545454	0.0	2.95730928515928	2.981730912293579	low	low	An essay written by a 27 years old white male, with a four year bachelor's degree, with an income of 52000$.	The essay expresses low empathy and low distress levels.	 The top emotions expressed in the essay are: anger.				
		72	2.6666666666666665	1.75			it's crazy how elephant poaching is still a thing. Nearly 1/3 of all elephants have been poached just because of the ivory. I cannot believe this is still going on. There needs to be more done to stop this. They are gonna end up causing these elephants to go extinct and then what? For some ivory? This makes no sense at all.	anger/surprise	1	6	1	34	68000	5.5	6.0	5.5	5.0	6.5	3.143	1.714	3.857	2.429	62	2191	0.1666666666666666	0.1666666666666666	0.0	0.0	0.0	0.0833333333333333	0.25	0.25	0.0833333333333333	0.0	0.0	2.5891313872141493	2.662351226999225	medium	low	An essay written by a 34 years old female, postgradute or with a professional degree, with an income of 68000$.	The essay expresses medium empathy and low distress levels.	 The top emotions expressed in the essay are: sadness.	58.0	46.0	2.0	train
