conversation_id	article_id	essay	empathy	distress	speaker_id	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_number	split	essay_id	emotion	anger_count	disgust_count	fear_count	joy_count	sadness_count	surprise_count	hope_count	empathy_count	distress_count	prompt
437	308	This article really brings you back down to earth. It shows everything in science is not correct and there is still much for us to learn. It is scary that these animals were never known to carry this disease and now they do and I wonder if somewhere someone mutated there genes and now there are many out there spreading the disease. It is so sad these little guys much be in so much pain at the end and theres nothing they can do to alleviate it. I hope somehow they do more research to find some way to stop the spread of it before the whole species goes extinct. I feel grateful this conservationist is the one who noticed and gained more attention for the cause as other people came forward witht the same concerns.	5.0	5.0	53	2	3	1	27	25000	6.0	6.0	6.0	6.0	6.0	4.0	2.286	3.571	3.714	2	train	936	Hope/Sadness	6.617647058823529	5.88235294117647	8.088235294117647	4.411764705882352	9.558823529411764	2.941176470588235	0	3.246190789929038	3.008565066436905	"This article really brings you back down to earth. It shows everything in science is not correct and there is still much for us to learn. It is scary that these animals were never known to carry this disease and now they do and I wonder if somewhere someone mutated there genes and now there are many out there spreading the disease. It is so sad these little guys much be in so much pain at the end and theres nothing they can do to alleviate it. I hope somehow they do more research to find some way to stop the spread of it before the whole species goes extinct. I feel grateful this conservationist is the one who noticed and gained more attention for the cause as other people came forward witht the same concerns.""An essay written by a 27 years old white female, with technical/vocational School, with an income of 25000$. The essay expresses high empathy and high distress level. Top emotions expressed by the writer are: positive."""
24	281	I just read a really interesting but depressing article. It was about a woman who lived in the UK. She was the founding editor of Elle magazine. She was only thirty when the magazine started which is crazy to me. Imagine being thirty and running a whole magazine. She suffered from depression all of her life and even wrote a book about it. She was admitted into a mental hospital because she was struggling with her depression. The mental hospoital cleared her and let her go. Soon after she walked into the ocean and drowned. It is so sad that she did not get the help she needed. I hope all of our friends know that we are here for them and support them no matter whatthey are going through. 	6.0	2.125	20	1	3	1	33	58000	6.5	5.5	5.0	6.5	6.5	3.714	2.286	3.286	4.571	1	train	23	Hope/Sadness	4.615384615384615	4.615384615384615	8.461538461538462	4.615384615384615	12.307692307692308	1.5384615384615383	0	3.56478599153747	3.268694399501277	"I just read a really interesting but depressing article. It was about a woman who lived in the UK. She was the founding editor of Elle magazine. She was only thirty when the magazine started which is crazy to me. Imagine being thirty and running a whole magazine. She suffered from depression all of her life and even wrote a book about it. She was admitted into a mental hospital because she was struggling with her depression. The mental hospoital cleared her and let her go. Soon after she walked into the ocean and drowned. It is so sad that she did not get the help she needed. I hope all of our friends know that we are here for them and support them no matter whatthey are going through. ""An essay written by a 33 years old white male, with technical/vocational School, with an income of 58000$. The essay expresses high empathy and low distress level. Top emotions expressed by the writer are: sadness."""
414	112	I don't really care about this at all.  I don't care about herring or abalone or whatever the diesel oil harmed.  I think it's ridiculous that the premiere of B.C., of the awful NDP party, would criticize the cleanup crew.  I'm sure they did the best they could in difficult conditions.  But what do you expect when a ship carrying hundreds of thousands of gallons of diesel crashes in a relatively remote part of B.C.?  I'm sure the Indians will raise holy hell, since they think they own more than 100% of the province.  But what can be done about any of this now other than clean it up and try not to have it happen again.  Either way I don't care.	1.0	1.625	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	413	Anger	9.836065573770492	7.377049180327869	10.655737704918034	3.278688524590164	9.01639344262295	2.459016393442623	0	3.3630798303605696	3.24391218360476	"I don't really care about this at all.  I don't care about herring or abalone or whatever the diesel oil harmed.  I think it's ridiculous that the premiere of B.C., of the awful NDP party, would criticize the cleanup crew.  I'm sure they did the best they could in difficult conditions.  But what do you expect when a ship carrying hundreds of thousands of gallons of diesel crashes in a relatively remote part of B.C.?  I'm sure the Indians will raise holy hell, since they think they own more than 100% of the province.  But what can be done about any of this now other than clean it up and try not to have it happen again.  Either way I don't care.""An essay written by a 41 years old white male, with four year bachelor's degree, with an income of 28000$. The essay expresses low empathy and low distress level. Top emotions expressed by the writer are: fear, anger, negative, disgust."""
88	304	We need to stop bullying of kids because in my opinion it is the main culprit in kids committing suicide! We need to find a way to stop that because kids dont deal with peer pressure like us adults do! The faster we find a way to stop this the quicker we find a solution to deaths of kids by suicide methods!	5.833333333333333	5.875	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	87	Anger	9.67741935483871	4.838709677419355	8.064516129032258	11.290322580645162	8.064516129032258	11.290322580645162	0	7.29595613350464	7.205750709308547	"We need to stop bullying of kids because in my opinion it is the main culprit in kids committing suicide! We need to find a way to stop that because kids dont deal with peer pressure like us adults do! The faster we find a way to stop this the quicker we find a solution to deaths of kids by suicide methods!""An essay written by a 32 years old hispanic or latino male, with four year bachelor's degree, with an income of 35000$. The essay expresses high empathy and high distress level. Top emotions expressed by the writer are: negative."""
209	201	It makes me mad when I hear about people not wanting NFL players to take a knee or when people get mad at Black Lives Matter movement. There is a real problem in America when it comes to how black people at treated by the police. The police are far too often quick to shoot an unarmed black person, but take white mass shooters alive.	2.1666666666666665	6.75	30	1	6	3	37	40000	7.0	5.5	1.0	6.5	6.0	4.857	2.0	3.429	5.0	2	train	708	Anger	10.769230769230768	7.692307692307692	26.153846153846157	6.153846153846153	18.46153846153846	3.0769230769230766	0	6.916391820627333	6.7761141375652265	"It makes me mad when I hear about people not wanting NFL players to take a knee or when people get mad at Black Lives Matter movement. There is a real problem in America when it comes to how black people at treated by the police. The police are far too often quick to shoot an unarmed black person, but take white mass shooters alive.""An essay written by a 37 years old black or african american male, with four year bachelor's degree, with an income of 40000$. The essay expresses low empathy and high distress level. Top emotions expressed by the writer are: negative."""
338	223	I'd bet money on the driver of the car that hit the trailer being a drunk driver. I feel like the amount of people who drive drunk - generally, but especially on holidays - is honestly alarming. And they're always so casual about it, like it's not a big deal and they aren't taking the lives of anyone they get remotely near while behind the wheel into their hands.	3.1666666666666665	4.625	6	2	4	1	28	21000	7.0	5.0	1.0	5.0	3.5	4.143	3.286	4.429	3.571	1	train	337	Anger	7.246376811594203	1.4492753623188408	4.347826086956522	13.043478260869566	1.4492753623188408	10.144927536231885	0	6.0933561742107525	5.708776991958529	"I'd bet money on the driver of the car that hit the trailer being a drunk driver. I feel like the amount of people who drive drunk - generally, but especially on holidays - is honestly alarming. And they're always so casual about it, like it's not a big deal and they aren't taking the lives of anyone they get remotely near while behind the wheel into their hands.""An essay written by a 28 years old white female, with some college but no degree, with an income of 21000$. The essay not expresses empathy and medium distress level. Top emotions expressed by the writer are: surprise."""
296	339	I have very little sympathy for refugees of any type.  They go to another country and expect to be accommodated.  A country and government's first priority should be to its own people.  These other people have no inherent rights to be taken care of or even allowed to enter the country.  We exist in a world of borders and law--for the better.  These people come from countries that are hellholes they must flee, and they are complicit in that.  How anyone can bang on the door of another country and expect anything is beyond me.  They have no right to that.  This refugee issue is going to get more problematic and I think it behooves non crappy countries to decide, well in advance, what they're going to do about mass refugee groups, how many they'll take, etc.  you can't wait until they're ther	1.3333333333333333	2.375	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	295	Anger	2.097902097902098	1.3986013986013988	4.895104895104895	2.097902097902098	6.993006993006993	5.594405594405595	0	2.987311455431478	2.914826857511574	"I have very little sympathy for refugees of any type.  They go to another country and expect to be accommodated.  A country and government's first priority should be to its own people.  These other people have no inherent rights to be taken care of or even allowed to enter the country.  We exist in a world of borders and law--for the better.  These people come from countries that are hellholes they must flee, and they are complicit in that.  How anyone can bang on the door of another country and expect anything is beyond me.  They have no right to that.  This refugee issue is going to get more problematic and I think it behooves non crappy countries to decide, well in advance, what they're going to do about mass refugee groups, how many they'll take, etc.  you can't wait until they're ther""An essay written by a 41 years old white male, with four year bachelor's degree, with an income of 28000$. The essay expresses low empathy and low distress level. Top emotions expressed by the writer are: fear, surprise, positive, negative, sadness, anticipation."""
373	367	"I don't understand why we now try to fight wars without civilian casualities.  War is inherently ugly.  It's inherently dirty.  You can't fight it ""nice.""  You don't do that unless you don't want to win.  You fight ugly and you fight hard.  We didn't win World War 2 by playing nice.  We nuked Japan twice.  We leveled Germany.  Civilians are targets, too.  These Yemeni allowed a rebel group backed by iran to take over and are now causing threats to Saudi Arabia.  The Saudis shouldn't have to protect Yemeni citizens at the expense of their own citizens.  They should fight as hard and destructively as they want.  Fight to win the war, not to not ruffle feathers.  Idiocy."	1.0	2.0	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	2	train	872	Anger	14.40677966101695	9.322033898305085	18.64406779661017	3.389830508474577	7.627118644067797	3.389830508474577	0	4.0444264704776325	3.810940910078021	"I don't understand why we now try to fight wars without civilian casualities.  War is inherently ugly.  It's inherently dirty.  You can't fight it ""nice.""  You don't do that unless you don't want to win.  You fight ugly and you fight hard.  We didn't win World War 2 by playing nice.  We nuked Japan twice.  We leveled Germany.  Civilians are targets, too.  These Yemeni allowed a rebel group backed by iran to take over and are now causing threats to Saudi Arabia.  The Saudis shouldn't have to protect Yemeni citizens at the expense of their own citizens.  They should fight as hard and destructively as they want.  Fight to win the war, not to not ruffle feathers.  Idiocy.""An essay written by a 41 years old white male, with four year bachelor's degree, with an income of 28000$. The essay expresses low empathy and low distress level. Top emotions expressed by the writer are: negative."""
354	116	I don't care about cholera we need to fix our own water problems here in the states before we try to help the rest of the world with their problems look at Flint Michigan we have people in America suffering without having a safe source of clean drinking water we need to help our own before we can help others.	3.8333333333333335	4.5	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	1	train	353	Anger	0.0	6.666666666666667	10.0	11.666666666666668	10.0	0.0	0	7.884957016047234	7.278918592930928	"I don't care about cholera we need to fix our own water problems here in the states before we try to help the rest of the world with their problems look at Flint Michigan we have people in America suffering without having a safe source of clean drinking water we need to help our own before we can help others.""An essay written by a 33 years old asian/pacific islander male, with some college but no degree, with an income of 36000$. The essay not expresses empathy and medium distress level. Top emotions expressed by the writer are: positive, negative."""
435	13	Troops killed in Afghanistan always angers because we should no longer be there in the first place. The fact that we are still there says a lot about us as a country. We need to realize that we have no business there anymore and get out. I don't know why we try to be the world police when it clearly does us no good in the long run.	5.833333333333333	5.875	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	434	Anger	2.941176470588235	0.0	5.88235294117647	2.941176470588235	4.411764705882352	2.941176470588235	0	6.164857592484248	5.895121178924566	"Troops killed in Afghanistan always angers because we should no longer be there in the first place. The fact that we are still there says a lot about us as a country. We need to realize that we have no business there anymore and get out. I don't know why we try to be the world police when it clearly does us no good in the long run.""An essay written by a 32 years old hispanic or latino male, with four year bachelor's degree, with an income of 35000$. The essay expresses high empathy and high distress level. Top emotions expressed by the writer are: trust."""
134	73	These people are freaking weird.  Im sorry but the whole concept of wearing blood around your neck is so annoying on so many levels.  Not only are you being overly dramatic in an effort to further your career and notoriety, you're also just being downright freaky and cutting yourselves.  I don't get these people.	1.1666666666666667	1.125	49	1	5	1	31	82000	3.5	2.5	2.0	4.5	5.0	3.571	2.286	1.857	2.0	2	train	633	Anger	11.11111111111111	12.962962962962962	7.4074074074074066	0.0	3.7037037037037033	1.851851851851852	0	8.188342202368455	7.945286709331557	"These people are freaking weird.  Im sorry but the whole concept of wearing blood around your neck is so annoying on so many levels.  Not only are you being overly dramatic in an effort to further your career and notoriety, you're also just being downright freaky and cutting yourselves.  I don't get these people.""An essay written by a 31 years old white male, with two year associate degree, with an income of 82000$. The essay expresses low empathy and low distress level. Top emotions expressed by the writer are: negative."""
140	99	Check this out. More celebrity news that no one even cares about. Do you even know who these people are? Am I totally out of touch? I have no idea who any of these people are. Should I care that they're getting divorced like 50% of America? Why do we put this in the spotlight when there are better things we can address?	1.0	1.0	32	2	2	1	34	50000	6.5	3.5	1.0	6.0	7.0	2.143	1.0	1.571	2.286	2	train	639	Anger	4.761904761904762	4.761904761904762	1.5873015873015872	4.761904761904762	1.5873015873015872	4.761904761904762	0	6.741383914620251	6.730854490523258	"Check this out. More celebrity news that no one even cares about. Do you even know who these people are? Am I totally out of touch? I have no idea who any of these people are. Should I care that they're getting divorced like 50% of America? Why do we put this in the spotlight when there are better things we can address?""An essay written by a 34 years old white female, with high School diploma, with an income of 50000$. The essay expresses low empathy and low distress level. Top emotions expressed by the writer are: anger, trust, surprise, positive, negative, disgust, joy, anticipation."""
195	313	I do not care for these muslim refugees trying to come into these countries they need to be deported back to their own countries and try to fix their own problems they are a disease upon the world and they spread their backward way of thinking trying to make no go zones inside the western world they are scum	4.0	4.0	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	694	Anger	5.084745762711865	6.779661016949153	6.779661016949153	0.0	8.474576271186441	0.0	0	7.320011817217059	7.397749995906348	"I do not care for these muslim refugees trying to come into these countries they need to be deported back to their own countries and try to fix their own problems they are a disease upon the world and they spread their backward way of thinking trying to make no go zones inside the western world they are scum""An essay written by a 33 years old asian/pacific islander male, with some college but no degree, with an income of 36000$. The essay not expresses empathy and medium distress level. Top emotions expressed by the writer are: negative."""
203	31	We must do something to stop these companies from getting rid of what forest and animals we have left. The fact that orangutans are an endagered species angers me. What have we as humans done to prevent this? I think nothing. If something is done it would be totally unimpressive and do nothing. What we need to do is all come together and work towards the same goal.	6.0	6.375	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	202	Anger	1.4705882352941175	0.0	4.411764705882352	2.941176470588235	0.0	0.0	0	6.658057995396403	6.640334189075199	"We must do something to stop these companies from getting rid of what forest and animals we have left. The fact that orangutans are an endagered species angers me. What have we as humans done to prevent this? I think nothing. If something is done it would be totally unimpressive and do nothing. What we need to do is all come together and work towards the same goal.""An essay written by a 32 years old hispanic or latino male, with four year bachelor's degree, with an income of 35000$. The essay expresses high empathy and high distress level. Top emotions expressed by the writer are: fear, trust."""
467	326	This article is ridiculous.  I'm part Jewish and all of this is absurd.  Likening our country to Nazi Germany in any way is just embarrassing.  The idea that our democracy is under threat because we had a democratic election is too stupid for words.  I like Jews and am part Jewish, as I said, but I have no sympathy for this kind of nonsense.  Trump has supported Israel far more than any other President in recent memory.  Obama abandoned Israel and sided with Iran.  Is that what Jews want in a President?  They feel safe with that?  They feel threatened by a President who supports them and vows to defend them?  People are stupid, even Jews, some of the smartest people in the world.	1.0	2.5	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	466	Anger	9.67741935483871	4.032258064516129	8.064516129032258	8.064516129032258	11.290322580645162	3.2258064516129035	0	3.4415503099769214	3.462729078298049	"This article is ridiculous.  I'm part Jewish and all of this is absurd.  Likening our country to Nazi Germany in any way is just embarrassing.  The idea that our democracy is under threat because we had a democratic election is too stupid for words.  I like Jews and am part Jewish, as I said, but I have no sympathy for this kind of nonsense.  Trump has supported Israel far more than any other President in recent memory.  Obama abandoned Israel and sided with Iran.  Is that what Jews want in a President?  They feel safe with that?  They feel threatened by a President who supports them and vows to defend them?  People are stupid, even Jews, some of the smartest people in the world.""An essay written by a 41 years old white male, with four year bachelor's degree, with an income of 28000$. The essay expresses low empathy and low distress level. Top emotions expressed by the writer are: negative."""
232	128	Ehh I never really know what to think about claims like this.  On the one hand, her roommates claim that they remember hearing her talk about it at the time.  On the other hand, why wait twenty years to bring up an incident that happened that was that disturbing?  I think some women are making allegations and accusations just to get attention or for political motivations.  Who knows why.  People do crazy things for crazy reasons.  I'm just really skeptical of a lot of these things I hear and I think the #metoo movement has gotten way out of hand.  Sorry, just my two cents.  	1.0	1.125	24	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	1	train	231	Anger	7.619047619047619	1.9047619047619049	8.571428571428571	0.9523809523809524	4.761904761904762	2.857142857142857	0	3.965933238197957	3.8996236214452416	"Ehh I never really know what to think about claims like this.  On the one hand, her roommates claim that they remember hearing her talk about it at the time.  On the other hand, why wait twenty years to bring up an incident that happened that was that disturbing?  I think some women are making allegations and accusations just to get attention or for political motivations.  Who knows why.  People do crazy things for crazy reasons.  I'm just really skeptical of a lot of these things I hear and I think the #metoo movement has gotten way out of hand.  Sorry, just my two cents.  ""An essay written by a 38 years old white female, with postgradute or professional degree, with an income of 42000$. The essay expresses low empathy and low distress level. Top emotions expressed by the writer are: negative."""
107	134	I just read an article about the contamination of the Doce river in Brazil. Are there no lengths that man won't go to in order to voice his contempt for nature? An entire river has been rendered fruitless because of man's greed and irresponsibility. Whole livelihoods have been cut short and a once rich and vibrant place has been bathed in the sludge of industry. Why aren't we responding to this kind of thing in an organized fashion?	5.833333333333333	5.5	25	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	1	train	106	Anger	7.692307692307692	10.256410256410255	5.128205128205128	3.846153846153846	6.41025641025641	1.282051282051282	0	5.672096190936397	5.436833586560823	"I just read an article about the contamination of the Doce river in Brazil. Are there no lengths that man won't go to in order to voice his contempt for nature? An entire river has been rendered fruitless because of man's greed and irresponsibility. Whole livelihoods have been cut short and a once rich and vibrant place has been bathed in the sludge of industry. Why aren't we responding to this kind of thing in an organized fashion?""An essay written by a 29 years old white male, with some college but no degree, with an income of 39000$. The essay expresses high empathy and high distress level. Top emotions expressed by the writer are: negative."""
