conversation_id	turn_id	text	EmotionalPolarity	Emotion	Empathy	speaker_number	article_id	speaker_id	essay_id
6	13	that's great! Had you heard about this guy before reading the article? Seems like he was kind of a big deal.	0.3333	1.6667	2.3333	2	213.0	25.0	505.0
6	14	I heard about it in the news when it happened but I don't follow baseball to close just the yankees. I bet he was a pretty big deal on his team.	1.0	1.6667	2.0	1	213.0	16.0	5.0
6	15	do you think it was just a freak accident? Or, was there more to the boat wreck than was indicated?	1.3333	1.6667	1.6667	2	213.0	25.0	505.0
6	16	I remember hearing he jumped into the water head first into a rock and it killed him instantly.	1.3333	2.0	2.0	1	213.0	16.0	5.0
6	17	huh, the article made it sound like it was a wreck at high speed or something. The rock story seems less conspicuous.	1.3333	1.6667	2.0	2	213.0	25.0	505.0
6	18	i couldn't imagine being the family of him that had to be horrible	2.0	3.6667	3.6667	1	213.0	16.0	5.0
6	19	no doubt. well thanks for chatting with me. Go Yankees! bye	0.3333	1.6667	2.0	2	213.0	25.0	505.0
6	2	what a freak accident	1.6667	2.6667	2.3333	1	213.0	16.0	5.0
6	20	bye	1.0	1.0	0.6667	1	213.0	16.0	5.0
6	3	yeah, they didn't really elaborate on what happened though	1.0	2.0	1.6667	2	213.0	25.0	505.0
6	4	he had the true american dream story	0.3333	3.0	2.3333	1	213.0	16.0	5.0
6	5	more or less, most people can't throw 94 mph fast balls though.	1.0	2.0	2.0	2	213.0	25.0	505.0
6	6	yup but going from poor to crazy rich all from hard work. love to see it	0.0	3.0	2.3333	1	213.0	16.0	5.0
6	7	seemed to be a pretty altruistic guy too. There wasn't anything but goodwill toward him.	0.3333	2.3333	2.0	2	213.0	25.0	505.0
6	8	I wonder if the team retired his number to honor him	0.6667	2.0	2.3333	1	213.0	16.0	5.0
6	9	hm, i wouldn't know. Do you follow baseball?	1.0	1.6667	0.6667	2	213.0	25.0	505.0
8	0	Sounded like a very kindhearted man.	0.0	3.0	3.3333	1	213.0	30.0	7.0
8	1	Yes so sad that his life ended this way	1.3333	3.3333	3.3333	2	213.0	43.0	507.0
8	10	yeah, so sad that it was cut so short.	1.6667	3.3333	4.0	1	213.0	30.0	7.0
8	11	very sad. from the reading material he sounded like a great person	1.3333	3.0	4.0	2	213.0	43.0	507.0
8	12	yeah and did not change much when he got his baseball money.	0.6667	3.0	3.0	1	213.0	30.0	7.0
8	13	yes it sounds like he stayed true to himself	0.0	2.3333	3.0	2	213.0	43.0	507.0
8	14	He must had a lot of trust for the driver of the boat.	0.3333	2.0	3.0	1	213.0	30.0	7.0
8	15	I dont know how the driver managed to hit the rocks at full speed. Youd have to see something like that coming	1.6667	2.3333	2.3333	2	213.0	43.0	507.0
8	16	That what I was thinking. It is not a pretty way to die.	2.0	2.6667	2.6667	1	213.0	30.0	7.0
8	17	No not at all. A real tragedy for sure	2.0	3.6667	3.6667	2	213.0	43.0	507.0
8	18	He was a very good player too.	0.3333	2.3333	3.3333	1	213.0	30.0	7.0
8	19	One of the best.	0.0	2.6667	3.3333	2	213.0	43.0	507.0
8	2	I was wondering if no drugs or alcohol were involved what happened?	1.0	1.3333	2.0	1	213.0	30.0	7.0
8	20	It was nice chatting! bye	0.0	1.3333	0.6667	1	213.0	30.0	7.0
8	21	You too, goodbye	0.3333	1.3333	0.6667	2	213.0	43.0	507.0
8	3	Maybe an inexperienced person trying to drive the boat?	1.0	1.6667	3.0	2	213.0	43.0	507.0
8	4	That could have been it.	1.0	1.3333	2.0	1	213.0	30.0	7.0
8	5	Boating can be quite dangerous if you dont know what you are doing	2.0	2.3333	2.3333	2	213.0	43.0	507.0
8	6	It was nice that he saved his mom not knowing it was her.	0.0	2.6667	3.0	1	213.0	30.0	7.0
8	7	Yes very nice.  It sounds like they had a hard life in cuba	0.3333	3.0	3.3333	2	213.0	43.0	507.0
8	8	Yeah, It was nice for the team to get the visa.	0.0	2.6667	3.0	1	213.0	30.0	7.0
8	9	Im sure his life was quite different after beginning his baseball career	0.0	2.0	3.3333	2	213.0	43.0	507.0
10	0	Sad about what happened to those guys.  I hope no one makes this about alcohol or anything.	2.0	2.3333	3.0	1	213.0	49.0	9.0
10	1	Yes after all the struggle to get to where he was	2.0	2.3333	3.6667	2	213.0	33.0	509.0
10	10	I feel like there's lots of stories out there about people saying they saw everything but from the third person perspective or things like that. Other people say it was just the deepest sleep they've ever had.	1.0	1.6667	1.0	1	213.0	49.0	9.0
10	11	the mind is a trip	1.0	1.6667	1.0	2	213.0	33.0	509.0
10	12	For real.  Obviously they don't know everything about it, but it blows my mind when I watch docs or something where people are breaking down the parts of the brain... Like, how the fuck did we figure all this stuff out...	0.6667	3.3333	1.0	1	213.0	49.0	9.0
10	13	yea I love watching that stuff I'm the only one who's not a doctor in my family but I'm still in the medical field we used to have some real interesting dinner convos	0.3333	2.3333	1.0	2	213.0	33.0	509.0
10	14	What do you do in the medical field?	1.0	1.0	0.6667	1	213.0	49.0	9.0
10	15	Surgical Technologist	1.0	1.0	0.6667	2	213.0	33.0	509.0
10	16	Damn.  Sounds cool.  Do you just sit in on surgeries and assist?	0.3333	2.3333	0.6667	1	213.0	49.0	9.0
10	17	Yea my job is to get all the instruments ready and basically be an extra pair of hands for the surgeon handing him all the instruments and helping him with the surgery. A good surgical tech knows the surgery just as well as the surgeon so he/she never has to ask for anything you should anticipate it	0.6667	2.3333	0.6667	2	213.0	33.0	509.0
10	18	Yeah I here ya, probably makes the operation flow a lot smoother when the surgeon asks for a tool and you're not fumblefuckin around looking to find the blahblahmeter.	1.0	1.6667	0.6667	1	213.0	49.0	9.0
10	19	yea they get super pissed if you waste time each minute counts	1.3333	2.3333	1.0	2	213.0	33.0	509.0
10	2	Right. I can't imagine being his family either.  To see their child go like that after being so successful has to sting.	2.0	3.3333	3.3333	1	213.0	49.0	9.0
10	20	what's the longest surgery you;ve ever taken part in?	1.0	1.0	0.6667	1	213.0	49.0	9.0
10	21	8 hour spinal surgery	1.0	1.0	0.6667	2	213.0	33.0	509.0
10	22	Yikes.  Well if Jose would've survived he probaby would have needed at least an 8 hour spinal surgery.	1.6667	2.3333	1.3333	1	213.0	49.0	9.0
10	23	yes for sure it was nice talking to you goodbye	0.6667	1.3333	0.6667	2	213.0	33.0	509.0
10	24	bye.	1.0	1.0	0.6667	1	213.0	49.0	9.0
10	3	absolutely growing up in Cuba and then achieving so much	1.6667	2.0	3.6667	2	213.0	33.0	509.0
10	4	I don't remember if it said so in the article or not, but was it night when they ran into the rocks? I just don't get why they didn't see them?	1.3333	2.6667	2.6667	1	213.0	49.0	9.0
10	5	I remember when this happened saw it on ESPN but I think it was night	1.0	1.3333	2.3333	2	213.0	33.0	509.0
10	6	At least it was probably instant.  They probably had no idea the rocks were there and absolutely flew into them without any chance to realize what was going on.	1.3333	2.3333	3.6667	1	213.0	49.0	9.0
10	7	yea it would suck to be in a coma	2.0	2.3333	2.6667	2	213.0	33.0	509.0
10	8	Lol I think it would suck more to come out of a coma.  When you're in it you have no idea.  I would hate coming out of one and realizing you lost a month of your life or something.	2.0	3.0	2.6667	1	213.0	49.0	9.0
10	9	I wonder what you think about in a coma	1.0	1.3333	2.0	2	213.0	33.0	509.0
11	0	Hello what did you think about the articlee?	1.0	0.6667	0.6667	1	78.0	17.0	10.0
11	1	I thought it shows how people can really change	0.0	1.6667	2.6667	2	78.0	33.0	510.0
11	10	Maybe my cousin is just a sociopath. I hope those kids that got out find good jobs in the future.	0.3333	2.3333	1.6667	1	78.0	17.0	10.0
11	11	yea its hard because people are scared to hire people who were in the system even if they change	1.6667	3.0	3.0	2	78.0	33.0	510.0
11	12	I think that if i owned a business, i would definitely think twice about a person who served time	2.0	3.0	1.6667	1	78.0	17.0	10.0
11	13	yea me too	2.0	2.0	1.3333	2	78.0	33.0	510.0
11	14	How would you feel about someone in your family marrying a person that went to jail before?	1.0	2.0	0.6667	1	78.0	17.0	10.0
11	15	it would depend on the crime I guess	1.0	2.0	1.3333	2	78.0	33.0	510.0
11	16	What if it's minor like stealing, but has done it many times.	1.0	2.0	0.6667	1	78.0	17.0	10.0
11	17	I don't know about multiple offenses maybe if it was a max of 2 times	1.3333	2.0	1.0	2	78.0	33.0	510.0
11	18	Very interesting! Well it was nice talking to you! bye	0.6667	2.6667	0.6667	1	78.0	17.0	10.0
11	19	you too bye	1.0	0.6667	0.6667	2	78.0	33.0	510.0
11	2	Definitely. I felt so bad for the children at first.	2.0	3.3333	3.6667	1	78.0	17.0	10.0
11	3	yes they get caught up in the system	1.6667	2.0	2.6667	2	78.0	33.0	510.0
11	4	They should be in school and making friends!	1.3333	3.0	3.3333	1	78.0	17.0	10.0
11	5	I know well who knows how safe school is now a days	1.6667	2.3333	2.3333	2	78.0	33.0	510.0
11	6	I had a cousin who went to jail at a young age, he never really changed.	2.0	2.0	0.6667	1	78.0	17.0	10.0
11	7	some people get caught up in that life i have friends that will always be in jail	2.0	2.6667	1.0	2	78.0	33.0	510.0
11	8	I definitely believe that people can't really change. what about you?	1.6667	2.6667	2.3333	1	78.0	17.0	10.0
11	9	I think most people can but some are real sociopaths	1.0	2.0	2.3333	2	78.0	33.0	510.0
13	0	What did you think of this?	0.6667	0.6667	0.6667	1	78.0	24.0	12.0
13	1	this was so sad i never really thought of kids in foster care and how hard it was	2.0	2.6667	3.6667	2	78.0	53.0	512.0
13	10	yeah, to turn something good from something bad and now hes helping others	0.0	2.6667	2.6667	1	78.0	24.0	12.0
13	11	Agreed, I hope eventually the system is fixed and structured better	0.3333	2.3333	3.3333	2	78.0	53.0	512.0
13	12	yes it needs help, but i think there is a lack of good foster parents	1.3333	3.0	3.3333	1	78.0	24.0	12.0
13	13	yeah i know alot just do it for tax and write offs and are horrible caretakers to the kids	1.3333	3.6667	2.6667	2	78.0	53.0	512.0
13	14	yeah exactly!!!  And then the kids are mistreated, so saf	1.3333	3.6667	4.0	1	78.0	24.0	12.0
13	15	I dont know how they do it so resiliant	1.0	2.6667	2.6667	2	78.0	53.0	512.0
13	16	Yeah the human soul has remarkable resilience	0.0	3.0	3.6667	1	78.0	24.0	12.0
13	17	true it is amazing to read about	0.0	2.3333	3.0	2	78.0	53.0	512.0
13	18	Yes, and this was a pretty amazing, sad story with a good ending.  well I must go, have a good day.  goodbye	0.0	2.6667	3.0	1	78.0	24.0	12.0
13	19	great goodbye!	0.0	1.0	0.6667	2	78.0	53.0	512.0
13	2	It is sad for them, no child should have to endure all that	2.0	3.0	3.6667	1	78.0	24.0	12.0
13	3	agreed and not there fault they had behavioral issues	2.0	2.6667	3.0	2	78.0	53.0	512.0
13	4	well, yes and no.  we all have personal responsibility for our choices in my opinion.  regardless of circumstance	1.6667	2.0	2.3333	1	78.0	24.0	12.0
13	5	They needed more direction and structure they didnt get in the system	1.6667	2.6667	2.6667	2	78.0	53.0	512.0
13	6	yes they definitely did, it failed them	1.3333	2.3333	3.3333	1	78.0	24.0	12.0
13	7	it is nice he changed his life around and is helping others now	0.0	3.3333	3.0	2	78.0	53.0	512.0
13	8	yes that was the best part of the article	0.0	2.6667	3.3333	1	78.0	24.0	12.0
13	9	Yeah I did not expect that honestly	1.0	2.3333	2.6667	2	78.0	53.0	512.0
14	0	What a story!	1.0	3.0	1.6667	1	78.0	43.0	13.0
14	1	yeah, lots of ups and downs in that one	1.3333	2.6667	2.0	2	78.0	25.0	513.0
14	10	Absolutely. And also some sort of self sufficiency classes for those who are about to age out of the system	0.0	3.0	2.6667	1	78.0	43.0	13.0
14	11	I think we could all benefit from self sufficiency/life skills classes as teenagers.	0.0	2.3333	2.6667	2	78.0	25.0	513.0
14	12	My school had them every week and I loved it. Learned a lot of life skills	0.0	2.6667	1.0	1	78.0	43.0	13.0
14	13	What kind of skills did you learn?	0.6667	1.0	0.6667	2	78.0	25.0	513.0
14	14	Sewing, vehicle maintenance, budgeting, childcare, basic home repairs, tax basics, etc.	0.3333	1.3333	0.6667	1	78.0	43.0	13.0
14	15	interesting, I don't think my high school offered classes like that. We had home economics, but that was primarily cooking and cleaning.	0.0	2.0	0.6667	2	78.0	25.0	513.0
14	16	I think all schools should offer classes like that. Theyre very beneficial	0.0	2.3333	0.6667	1	78.0	43.0	13.0
14	17	Agreed. What did you think of the sibling that eventually got his masters and now helps kids in similar situations?	0.6667	1.6667	2.3333	2	78.0	25.0	513.0
14	18	I think its amazing how he turned his life around. A true inspiration	0.0	2.6667	3.3333	1	78.0	43.0	13.0
14	19	It's crazy how differently people react to similar circumstances. Thanks for chatting with me today. bye	0.0	2.0	2.3333	2	78.0	25.0	513.0
14	2	It sounds like the system failed him at an early age	2.0	2.3333	3.0	1	78.0	43.0	13.0
14	20	Great talking to you. Goodbye	0.0	1.3333	0.6667	1	78.0	43.0	13.0
14	3	unfortunately, i think stories like this are all too common with children who go through the foster system.	2.0	2.6667	2.6667	2	78.0	25.0	513.0
14	4	For sure. Many fall  through the cracks and its so sad.	2.0	3.0	3.0	1	78.0	43.0	13.0
14	5	it's really crazy that those two brothers ended up in the same prison	1.6667	2.6667	3.0	2	78.0	25.0	513.0
14	6	I know! What are the odds?	1.3333	3.3333	1.6667	1	78.0	43.0	13.0
14	7	astronomical. Do you have any thoughts on how the foster system could be improved?	1.0	2.6667	2.0	2	78.0	25.0	513.0
14	8	I'd say have more oversight of individual cases. So many children arent getting the attention on their cases that they need. Do you have any suggestions?	1.3333	2.3333	2.3333	1	78.0	43.0	13.0
14	9	I agree, I also think that counseling services should be provided by the state	0.0	2.6667	3.0	2	78.0	25.0	513.0
17	0	Hello. The situation in India is really terrible	2.0	3.0	3.6667	1	336.0	31.0	16.0
17	1	Tell me about it. What a shame that the government of India isn't taking action. It's all about profit to them it seems.	1.3333	3.0	4.0	2	336.0	18.0	516.0
17	10	True. It's really pathetic	1.3333	3.0	3.0	1	336.0	31.0	16.0
17	11	There should be some sort of a program that helps these elephants get transported to a place where their homes won't be destroyed. Do you know of any charities that could help?	0.6667	2.6667	3.0	2	336.0	18.0	516.0
17	12	Nope. I doubt if the government will allow that.	1.3333	2.0	0.6667	1	336.0	31.0	16.0
17	13	You really don't think they would allow international help? I will pose the question... What would you do if this were happening in your hometown?	1.3333	2.3333	1.6667	2	336.0	18.0	516.0
17	14	The government in India is corrupt. They are involved in the illegal trade of ivory. They won't allow any external body to interfere with their business	2.0	2.3333	1.6667	1	336.0	31.0	16.0
17	15	You make a really good point. I wasn't thinking about that.	1.0	2.0	2.0	2	336.0	18.0	516.0
17	16	I've read series of disturbing stories about their activities in the illegal trade of ivory	2.0	2.6667	1.6667	1	336.0	31.0	16.0
17	17	I've actually heard about that a while ago. Like I stated earlier... They care about profits over people.	2.0	2.3333	1.6667	2	336.0	18.0	516.0
17	18	Yeah. It's all about the rupees	1.6667	2.6667	0.6667	1	336.0	31.0	16.0
17	19	I'm afraid that they will hurt these communities to the point where they create a refugee crisis.	2.0	3.0	2.3333	2	336.0	18.0	516.0
17	2	Apparently. The most worrisome part of the situation is the fact that they barely compensate the victims	2.0	3.0	3.6667	1	336.0	31.0	16.0
17	20	That's the reality.	1.6667	2.0	0.6667	1	336.0	31.0	16.0
17	21	At the very least I wonder if we could donate things like breathing masks? Maybe that could help some to breath a bit better. Or if there is a way to get them clean water delivered.	0.6667	2.3333	2.0	2	336.0	18.0	516.0
17	22	"That won't be a bad idea. How do ""we"" go about that"	0.6667	2.6667	1.6667	1	336.0	31.0	16.0
17	23	I would imagine that we could set up a GoFundMe campaign. That's definitely one way to go about it.	0.3333	2.6667	1.6667	2	336.0	18.0	516.0
17	24	There have been several scam cases with GFM	2.0	2.0	1.6667	1	336.0	31.0	16.0
17	25	There are alternative platforms. I would be happy to research them in detail. Charities can be looked into as well.	0.0	2.3333	0.6667	2	336.0	18.0	516.0
17	26	That'll be great	0.0	2.3333	0.6667	1	336.0	31.0	16.0
17	27	It's the least we can do, and like I said, posting on social media would help raise awareness. I just wish we could wave a wand and these communities would have clean air and water.	0.3333	3.3333	3.0	2	336.0	18.0	516.0
17	28	goodbye	0.6667	0.6667	0.6667	1	336.0	31.0	16.0
17	29	bye	0.6667	0.6667	0.6667	2	336.0	18.0	516.0
17	3	It's such a shame and a human rights abuse. Every living creature for that matter has a basic right to clean air and water. I couldn't imagine how bad it must be living near one of those mines.	1.6667	3.3333	4.0	2	336.0	18.0	516.0
17	4	Indeed. What do you think can be done on the part of the citizens in order to draw attention of the international communities?	1.3333	2.3333	2.6667	1	336.0	31.0	16.0
17	5	Any change with government happens when people join together en mass. They need to be protesting outside of every politicians office. They should also spread this story to the international community to publicly shame their officials. Do you have any ideas of what can be done?	0.6667	2.6667	2.3333	2	336.0	18.0	516.0
17	6	In all honesty, I have no idea.	1.0	1.6667	0.6667	1	336.0	31.0	16.0
17	7	I can think of how in the US change was created with the civil rights movement, and the women's movement when people stood together. I think that because people like us know about the story we can help by sharing this information on social media. We can be the media for them. But what can be done about the poor elephants? They have lost their homes because of the forest's being destroyed.	1.3333	3.3333	3.0	2	336.0	18.0	516.0
17	8	It's left for their government to decide	0.6667	2.0	0.6667	1	336.0	31.0	16.0
17	9	Ultimately yes. So it's up to everyone to make sure their government works in their best interest. Some people not even receiving compensation was terrible, but what about the kids who lost their lives? No amount of money can replace life.	1.3333	3.6667	3.3333	2	336.0	18.0	516.0
18	0	The effect is terrible	2.0	3.3333	2.6667	1	336.0	40.0	17.0
18	1	it is only one of many issues affecting the poorer population, but yea	2.0	2.3333	2.6667	2	336.0	58.0	517.0
18	10	That is what they do. They give false hopes	1.3333	1.6667	2.3333	1	336.0	40.0	17.0
18	11	the effort to change at the population level needs to be massive	1.3333	2.3333	1.6667	2	336.0	58.0	517.0
18	12	People should be more orientated.	0.6667	1.6667	2.3333	1	336.0	40.0	17.0
18	13	there is still some hope. i recall reading a different article, also from India, dealing with a big volunteer effort toward reforestation	0.0	2.3333	2.6667	2	336.0	58.0	517.0
18	14	Oh, that is great. Reforestation is a great way...I hope people follow it through	0.0	2.6667	2.3333	1	336.0	40.0	17.0
18	15	it was. it took them 15 years, but the new forest is thriving. the issue is the population need to be more conscientious and understand that the benefits might not be seen overnight.	0.3333	3.0	2.3333	2	336.0	58.0	517.0
18	16	Yea, that is some nice method.	0.0	2.0	1.6667	1	336.0	40.0	17.0
18	17	i'm kind of running out of things to say, and we need at least 15 messages each that are relevant to the articles	0.6667	1.0	1.6667	2	336.0	58.0	517.0
18	18	yes...I think finding alternatives to coal is also a great idea	0.0	2.0	2.0	1	336.0	40.0	17.0
18	19	wind and solar are the first that come to mind	0.3333	1.3333	1.6667	2	336.0	58.0	517.0
18	2	I think humans are generally selfish	2.0	3.0	2.6667	1	336.0	40.0	17.0
18	20	And nuclear sources..	0.3333	1.3333	1.3333	1	336.0	40.0	17.0
18	21	are they capable to handle the necessary infrastructure for that? nobody wants a Chernobyl or Fukushima	0.6667	2.0	2.0	2	336.0	58.0	517.0
18	22	It is good I think.	0.0	1.3333	1.6667	1	336.0	40.0	17.0
18	23	they need better overall infrastructure. reaching a lot of these places is hard, if not impossible during some parts of the year	0.6667	2.3333	2.6667	2	336.0	58.0	517.0
18	24	Yes. can we exchange our byes?	0.6667	1.0	0.6667	1	336.0	40.0	17.0
18	25	we are short a few still	0.6667	1.0	0.6667	2	336.0	58.0	517.0
18	26	good. I have few minutes left here. bye	0.6667	1.0	0.6667	1	336.0	40.0	17.0
18	27	bye	0.6667	1.0	0.6667	2	336.0	58.0	517.0
18	3	the article read mostly of financial and political greed. they just don't care	2.0	2.3333	2.3333	2	336.0	58.0	517.0
18	4	Yea, It is sad and pathetic.	2.0	3.0	3.0	1	336.0	40.0	17.0
