conversation_id	article_id	essay	empathy	distress	speaker_id	gender	education	race	age	income	personality_conscientiousness	personality_openess	personality_extraversion	personality_agreeableness	personality_stability	iri_perspective_taking	iri_personal_distress	iri_fantasy	iri_empathatic_concern	speaker_number	split	essay_id	emotion	anger_count	disgust_count	fear_count	joy_count	sadness_count	surprise_count	hope_count
140	99	"Stories like this always manage to irritate me just a bit. I do not keep up with celebrity news so when some does manage to find it's way in front of me I'm just like ""who cares""? I will never see these people in my real life, they will never have an impact on me and will never even cross my mind on their own."	1.3333333333333333	1.25	2	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	1	train	139	Anger	9.23076923076923	3.0769230769230766	1.5384615384615383	4.615384615384615	7.692307692307692	1.5384615384615383	1.5384615384615383
421	133	can you believe that they would throw a flamingo on the ground like that I can't believe the things that people will do and flamingos are such majestic birds and such vibrant colors I would be sad to see such a beautiful bird dying I think they should lock that person up for a long period of time to teach a lesson	3.6666666666666665	3.875	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	1	train	420	Anger	3.2258064516129035	1.6129032258064515	3.2258064516129035	6.451612903225807	8.064516129032258	3.2258064516129035	1.6129032258064515
188	299	It bothers me so much that we are polluting our oceans to begin with and then to see that we are harming even more animals because of it. It seems crazy that plastic floating in the ocean can be harming sea birds but it also does make some sense. Just more humans doing harm to things that we had no business messing with to begin with. I am so angered over this and upset to think of the damage our garbage is causing.	4.833333333333333	7.0	44	2	6	1	46	22000	6.5	5.5	2.5	5.0	5.0	3.286	2.286	4.857	4.714	1	train	187	Anger	9.63855421686747	8.433734939759036	4.819277108433735	2.409638554216868	8.433734939759036	0.0	0.0
415	112	After reading the article, i couldn't help but feel disturbed at the fact that humans can do things like this to animals. Humans should be more aware of what they are doing and the fact that they can harm animals unintentionally. Humans should do more to help other living things on Earth because we are not the only things living here.	1.6666666666666667	1.5	17	1	6	1	29	85000	6.75	6.75	6.75	6.75	7.0	4.643	2.0715	4.143	4.643	2	train	914	Anger	4.918032786885246	3.278688524590164	4.918032786885246	14.754098360655735	4.918032786885246	4.918032786885246	1.639344262295082
464	18	I don't know why we have a need to put our troops in all these different countries our army should be used to protect our borders and defend against enemy attacks on the homeland the time for us to be the policemen of the world is over there are places here that look like its a third world country bring all our troops home	4.0	4.125	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	963	Anger	4.6875	3.125	6.25	1.5625	3.125	3.125	0.0
470	326	I find all sorts of things wrong with this article and perspective.  Trump has been the greatest Presidential ally for Israel, possibly since its creation.  Obama abandoned Israel and buddied up to Iran--Israel's mortal enemy.  Is that the type of President Jews want?  Obviously that's a false dichotomy, and certainly Jews are allowed to dislike Trump for all sorts of reasons.  But to place this all on Trump is missing the point, in my opinion.  Trump is a symptom of any rise in anti-semitism, not the cause.  The 2016 push-back by whites and males was a long time coming, and was due to cultural changes that have absolutely nothing to do with Trump.  Trans, gays, women, minorities--all of that stuff being shoved in people's faces, aggressively, leads to push back.  Welcome to it.	1.1666666666666667	4.75	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	469	Anger	6.015037593984962	2.255639097744361	4.511278195488722	3.7593984962406015	5.263157894736842	4.511278195488722	0.0
457	371	This is why it's so important to always get things on tap, because if it hadn't been I guarantee the officers would have tried to have said that they didn't do anything and it was all just her resisting arrest. I don't understand why they didn't just look the warrant up to see if it was still active instead of harassing her like that.	4.0	3.75	13	2	6	1	25	60000	6.0	5.0	2.0	5.0	6.0	4.143	1.714	3.857	3.429	1	train	456	Anger	3.125	1.5625	3.125	1.5625	3.125	0.0	1.5625
369	80	I don't really care about this issue, in part because I don't even understand it.  All these ethnic and religious conflicts with displaced people, governments cracking down, and terrorist groups--they just tire me after a while.  I do tend to agree with the idea that these are internal matters, not international matters.  Burma has a right to independence and to protect itself against deemed threats.  The UN always wants to come in and defend the refugees and criticize the governments for not doing enough or for cracking down too hard on perceived threats.  Why should a government not have the right to defend itself against existential threats?  For the sake of some do-nothing, pompous, self-righteous group from the UN?  Screw that.	1.1666666666666667	1.75	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	2	train	868	Anger	9.917355371900827	2.479338842975207	11.570247933884298	0.8264462809917356	7.43801652892562	1.6528925619834711	0.8264462809917356
88	304	We need to stop bullying of kids because in my opinion it is the main culprit in kids committing suicide! We need to find a way to stop that because kids dont deal with peer pressure like us adults do! The faster we find a way to stop this the quicker we find a solution to deaths of kids by suicide methods!	5.833333333333333	5.875	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	87	Anger	8.064516129032258	4.838709677419355	6.451612903225807	3.2258064516129035	4.838709677419355	3.2258064516129035	1.6129032258064515
373	367	"I don't understand why we now try to fight wars without civilian casualities.  War is inherently ugly.  It's inherently dirty.  You can't fight it ""nice.""  You don't do that unless you don't want to win.  You fight ugly and you fight hard.  We didn't win World War 2 by playing nice.  We nuked Japan twice.  We leveled Germany.  Civilians are targets, too.  These Yemeni allowed a rebel group backed by iran to take over and are now causing threats to Saudi Arabia.  The Saudis shouldn't have to protect Yemeni citizens at the expense of their own citizens.  They should fight as hard and destructively as they want.  Fight to win the war, not to not ruffle feathers.  Idiocy."	1.0	2.0	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	2	train	872	Anger	9.322033898305085	6.779661016949153	12.71186440677966	3.389830508474577	6.779661016949153	3.389830508474577	2.5423728813559325
207	201	This whole issue is bullshit.  Blacks get killed by cops less frequently than whites based on encounter rates.  The question the nation should be asking itself is not why cops are killing blacks, or how we can tolerate it.  The question is why there are apparently generations of blacks who don't feel it necessary to obey laws or comply with police, and are then surprised when police act in the ways they do.  This whole movement was also based on a complete lie.  The Ferguson thing was complete horseshit.  That Brown guy attacked a cop, tried to take his gun, and was rightfully killed in the process.  And yet the truth never comes out, just the narrative that blacks are being murdered by law enforcement.  It's disgraceful.	1.0	3.875	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	206	Anger	9.448818897637794	5.511811023622047	15.748031496062993	5.511811023622047	11.811023622047244	3.937007874015748	0.7874015748031495
354	116	Haiti goes from one catastrophe to another.   If it isn't a life ending hurricane, it's cholera.   I have huge respect for Bill and Melinda Gates.   Vaccines will stop cholera.  This country's opinions of vaccines are assine.   Without vaccinations, we return to cholera, small pox, measles, etc.   People wanting vaccines to save their lives yet there are not enough.  	3.0	6.25	8	2	6	1	62	29000	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	2	train	853	Anger	5.172413793103448	8.620689655172415	10.344827586206897	3.4482758620689657	12.06896551724138	1.7241379310344829	1.7241379310344829
55	49	I get so frustrated when I read articles like this, because I know so many people who just plug their ears and act like nothing is happening and everything is fine, when it's clearly not. We're destroying entire species if not the planet with our willful ignorance if not straight out denial, and I'm afraid it's going to be too late to do anything.	3.333333333333333	3.5	13	2	6	1	25	60000	6.0	5.0	2.0	5.0	6.0	4.143	1.714	3.857	3.429	2	train	554	Anger	4.6875	3.125	3.125	3.125	6.25	0.0	0.0
346	113	I can really get behind this ban.  It disgusts me to see people smoking at playgrounds, and I've literally had to leave before because people were blowing smoke everywhere and I didn't want my children breathing it.  It is just ridiculous.  You can't tell me it's not harmful for a child to run through a cloud of smoke.  On the same token, I thought the argument that it was setting a bad example was stupid.  Yes, it does set a bad example, but we can't just purge society of every bad example in an effort to protect people from life.  It's up to parents to teach their kids right and wrong.	1.0	1.0	24	2	7	1	38	42000	7.0	3.5	6.5	5.5	6.5	3.429	2.714	2.571	3.857	2	train	845	Anger	7.207207207207206	6.306306306306306	5.405405405405405	3.603603603603603	9.009009009009008	2.702702702702702	0.0
32	386	I want to address this topic and show my exact thoughts as regards the newly elected president who has insulted decorated war veterans and suggested that post-traumatic stress disorder is a sign of weakness. I do not angry with this statement as it is so disrespectful to me and such veterans should not be disrespected as such. And all the citizens should  make sure this mistake is being corrected.	4.0	4.0	5	2	6	3	22	100000	5.5	4.5	3.5	6.0	6.0	3.714	2.857	2.571	3.429	2	train	531	Anger	5.797101449275363	5.797101449275363	7.246376811594203	0.0	7.246376811594203	1.4492753623188408	0.0
492	218	Reading this article on contaminated water is mind-boggling.   The work is done, reports are made, violations noted, and no one assesses any penalties.  Ludicrous!   Why do any of the work if nothing is done with the findings.  What other profession allows this!   Our government is ridiculous.   We need more Erin Brockovich's in this world to fine these folks millions and millions of dollars in fine.  I worry about our children.	6.0	5.375	8	2	6	1	62	29000	6.5	2.5	1.0	6.5	2.0	3.571	4.0	2.143	4.429	1	train	491	Anger	4.285714285714286	2.857142857142857	7.142857142857143	1.4285714285714286	7.142857142857143	1.4285714285714286	0.0
435	13	Troops killed in Afghanistan always angers because we should no longer be there in the first place. The fact that we are still there says a lot about us as a country. We need to realize that we have no business there anymore and get out. I don't know why we try to be the world police when it clearly does us no good in the long run.	5.833333333333333	5.875	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	434	Anger	2.941176470588235	0.0	4.411764705882352	1.4705882352941175	4.411764705882352	1.4705882352941175	1.4705882352941175
165	375	I find this story to be eye-rollingly typical of people.  I assume that the people who go up to the Arctic to see it like polar bears and don't want to see them extinct.  And yet there presence there is contributing to that exact thing.  Maybe they're hunting them.  I don't know.  I find that hard to believe but maybe.  I just think people are stupid.  They want plenty of things and spout off about them, but then they don't change their behavior to aid in the cause.  People get what they deserve, largely, though.  So if we make the polar bears extinct, we'll certainly deserve that.  And in some sense so will the polar bears who couldn't adapt to their environment.  Survival of the fittest.	1.8333333333333333	2.625	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	2	train	664	Anger	5.555555555555555	0.0	3.968253968253968	0.7936507936507936	3.968253968253968	2.380952380952381	1.5873015873015872
314	291	What is with dog owners lately? This isn't the first story I read in the past few months of a dog being left inside a hot car. I believe the owner should be charged and not called an accident! The owner had to know the risks! Its time we hold these people accountable. It is not fair to the dog nor to the people that have to rescue the dog!	6.166666666666667	6.125	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	313	Anger	1.4285714285714286	0.0	2.857142857142857	1.4285714285714286	2.857142857142857	2.857142857142857	1.4285714285714286
58	72	The killing of elephants for ivory just makes me so angry. I can't help but wonder if anyone is really taking the possible extinction of them seriously. While the poachers are a definite problem, I think we need to also be worried about those that are buying the ivory. If we remove the demand, perhaps that will go a long way to helping stop the killing. I think cracking down on both sides of this issue is the only way we will see real change.	5.333333333333333	6.0	44	2	6	1	46	22000	6.5	5.5	2.5	5.0	5.0	3.286	2.286	4.857	4.714	1	train	57	Anger	9.411764705882351	1.1764705882352942	9.411764705882351	3.5294117647058822	11.764705882352942	1.1764705882352942	0.0
482	292	It's amazing that people still debate the issue of gun rights. If someone had a gun at that station, they would have taken out the crazy lunatic who opened fire. Instead, there was one tragic fatality, a 70-year old man, an innocent life taken out so suddenly and he did not deserve this end, I'm sure. People need to stop this political correctness and resort back to logic: we need to protect ourselves and our families, no ifs or buts! There is no time to rely on the police or the government to bail us out-our sefty is in our own hands people!	7.0	7.0	26	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	2	train	981	Anger	6.796116504854369	1.941747572815534	8.737864077669903	0.0	2.912621359223301	1.941747572815534	0.970873786407767
49	210	that was many people that were killed in that paris attack these muslims are out of control killing people left and right Trump is right to stop immigration from those countries to america we need to protect ourselves from these savages killing people who are out celebrating and havina good time something needs to be done	4.333333333333333	4.0	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	1	train	48	Anger	10.714285714285714	3.571428571428571	10.714285714285714	3.571428571428571	7.142857142857142	7.142857142857142	3.571428571428571
3	35	I wonder why there aren't more people trying to help these people. I understand Haiti is not the richest nor less corrupt country but surely there must be a way to help. Supplies being looted by crowds is understandable because they are hungry and people need food and water to survive. We must think of other ways to distribute the food and water.	5.833333333333333	6.0	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	2	Anger	1.5873015873015872	1.5873015873015872	1.5873015873015872	7.936507936507937	1.5873015873015872	1.5873015873015872	0.0
264	34	Going to the middle East was the worst decision for our country! Not only do we send soldiers over there to lose their lives but millions of innocent civilians get killed. This war is a fake war-it's all about the oil and political interest and the innocent suffer as a result. The best thing we can do is to leave these people alone and let them live. We need to focus on own own country and stop our evil deeds overseas.	7.0	7.0	26	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	unknown	2	train	763	Anger	6.172839506172839	6.172839506172839	6.172839506172839	0.0	8.641975308641975	2.469135802469136	0.0
187	299	I honestly find this article more amusing than anything.  I absolutely loathe birds.  Can't stand them.  Want them all dead.  I don't even care how that affects the food chain or nature.  I just can't stand birds.  So the idea that they're so stupid they'll keep eating plastic and threaten their species' very existence, is amusing to me.  I think the article also misses some important information that I'd be curious to know, but I also don't care that much.  I also think it's amusing that Asian countries are all the worst at dumping plastics in the ocean.  That's why the straw thing in the U.S. is missing the point.  We're not the problem.  The Asians are.	1.0	1.0	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	186	Anger	2.5641025641025643	1.7094017094017095	3.418803418803419	5.128205128205129	4.273504273504273	0.0	0.8547008547008548
272	146	"I'm not all that concerned with these incidents.  No, they're not fair.  And yes, they should be punished and controlled.  But I also don't really care.  These are a drop in the bucket and most people go about their lives without meaningful harassment.  And I'm never going to tell people not to be furious when Islamic terrorism kills Americans.  Islam is complicit with that.  Many Muslims harbor those feelings even if they don't fully support them.  And way too few Muslims speak or work to stamp out Islamic terrorism, here or abroad.  We are all fighting wars whether we recognize it or not.  There is no ""us""; that is a false notion.  There will always be you and me, and right now Islam is a ""you."""	1.1666666666666667	3.25	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	2	train	771	Anger	7.142857142857143	4.761904761904762	6.349206349206349	1.5873015873015872	5.555555555555555	1.5873015873015872	0.7936507936507936
458	371	I feel no sympathy for anyone who gets punched in the face by a cop.  If you get punched in the face by a cop, you were resisting arrest, almost assuredly. And I have no sympathy for anyone who resists arrest, even if you don't feel you should be getting arrested.  The best way to deal with the police is to cooperate.  Why is this not obvious to people?  If you have nothing to hide then that will come out in the end.  If she had no warrant, what were they going to book her on?  They'd figure that out and let her go.  But instead she resists arrest and gets arrested for that, and punched to boot.  Which she deserved as far as I'm concerned. 	1.0	2.125	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	457	Anger	7.936507936507937	1.5873015873015872	10.317460317460318	2.380952380952381	9.523809523809524	4.761904761904762	3.1746031746031744
140	99	Check this out. More celebrity news that no one even cares about. Do you even know who these people are? Am I totally out of touch? I have no idea who any of these people are. Should I care that they're getting divorced like 50% of America? Why do we put this in the spotlight when there are better things we can address?	1.0	1.0	32	2	2	1	34	50000	6.5	3.5	1.0	6.0	7.0	2.143	1.0	1.571	2.286	2	train	639	Anger	3.1746031746031744	3.1746031746031744	1.5873015873015872	3.1746031746031744	1.5873015873015872	3.1746031746031744	1.5873015873015872
299	339	I hope they kick those migrants out. I hate those people they just think they can go where they want and not have to go through the process like everyone else why are they so special everyone is going through hardships it shouldn't be that they get this special treatment they are the worst of the worst	4.0	3.875	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	798	Anger	3.5087719298245617	1.7543859649122808	1.7543859649122808	8.771929824561404	7.017543859649123	3.5087719298245617	1.7543859649122808
207	201	I'm so tired of all this violence. If a cop shoots someone suddenly it's acceptable to go around and commit violence or loot and steal. We start reacting before we even know the facts of the situation and we place all the blame on officers as if they are just looking to shoot people. We don't hear all the stories about officers being shot every day. We don't see riots and protests when another cop is shot by a supposedly unarmed suspect. It's time we start fairly representing both sides of a situation.	4.833333333333333	7.0	44	2	6	1	46	22000	6.5	5.5	2.5	5.0	5.0	3.286	2.286	4.857	4.714	2	train	706	Anger	10.75268817204301	2.150537634408602	13.978494623655914	0.0	5.376344086021505	3.225806451612903	0.0
321	52	The immigration system in this country is terrible there is no other way around it. The fact that this man was raised here since 3 and still not given citizenship? Give me a break. There are far too many stories like this and what angers me the most is that nothing is being done to fix this. We must do better.	5.833333333333333	6.0	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	1	train	320	Anger	3.278688524590164	1.639344262295082	4.918032786885246	1.639344262295082	3.278688524590164	1.639344262295082	0.0
167	228	These type of people are some of the worst that there are. It sucks that parents feel they are forced to send their kids away to get employment. This is a short sighted answer and to be honest is taking advantage of their own children. These kids can grow up to be so many things if properly educated and yet it is squandered away.	5.666666666666667	4.25	2	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	1	train	166	Anger	4.6875	3.125	4.6875	6.25	3.125	1.5625	1.5625
162	375	It really irritates me when people kill any animal for pure sport but even moreso when the animals are endangered. If steps are not taken to protect the endangered species then this situation is likely to compound in the future. This situation is reaching levels to where some type of punishment or actions need to be taken.	5.5	4.875	2	1	2	1	30	30000	6.0	6.5	4.0	4.0	5.5	4.0	1.571	4.0	3.857	1	train	161	Anger	7.017543859649123	5.2631578947368425	7.017543859649123	5.2631578947368425	5.2631578947368425	0.0	0.0
107	134	I just read an article about the contamination of the Doce river in Brazil. Are there no lengths that man won't go to in order to voice his contempt for nature? An entire river has been rendered fruitless because of man's greed and irresponsibility. Whole livelihoods have been cut short and a once rich and vibrant place has been bathed in the sludge of industry. Why aren't we responding to this kind of thing in an organized fashion?	5.833333333333333	5.5	25	1	4	1	29	39000	6.0	6.5	1.0	6.0	5.5	5.0	2.286	3.286	4.143	1	train	106	Anger	3.846153846153846	6.41025641025641	3.846153846153846	2.564102564102564	3.846153846153846	1.282051282051282	0.0
195	313	I do not care for these muslim refugees trying to come into these countries they need to be deported back to their own countries and try to fix their own problems they are a disease upon the world and they spread their backward way of thinking trying to make no go zones inside the western world they are scum	4.0	4.0	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	694	Anger	3.389830508474577	5.084745762711865	5.084745762711865	0.0	6.779661016949153	0.0	0.0
213	273	I think it was good that they killed that kids horse what was he doing there any way his parents should get locked up for putting him at risk like that. I think we need more oil and I don't care how we get it. I hope we build more pipelines all over this country. I don't need to be paying more for my gas.	4.333333333333333	4.125	33	1	4	5	33	36000	4.25	4.25	4.5	4.25	3.75	2.714	2.857	3.286	2.9285	2	train	712	Anger	1.5384615384615383	0.0	3.0769230769230766	6.153846153846153	1.5384615384615383	3.0769230769230766	3.0769230769230766
296	339	I have very little sympathy for refugees of any type.  They go to another country and expect to be accommodated.  A country and government's first priority should be to its own people.  These other people have no inherent rights to be taken care of or even allowed to enter the country.  We exist in a world of borders and law--for the better.  These people come from countries that are hellholes they must flee, and they are complicit in that.  How anyone can bang on the door of another country and expect anything is beyond me.  They have no right to that.  This refugee issue is going to get more problematic and I think it behooves non crappy countries to decide, well in advance, what they're going to do about mass refugee groups, how many they'll take, etc.  you can't wait until they're ther	1.3333333333333333	2.375	48	1	6	1	41	28000	2.5	2.0	1.5	2.0	1.0	3.286	4.429	2.714	2.571	1	train	295	Anger	0.6993006993006994	0.6993006993006994	2.797202797202797	0.6993006993006994	3.4965034965034967	2.797202797202797	1.3986013986013988
460	371	I feel like this is another example of why the police need to be better trained! It is as important as drinking water everyday to live that a cop be trained to the best of ways possible. There is no way a cop should be punching a woman in the face! I feel like a parrot repeating this over and over throughout the years but enough is enough.	1.0	4.875	19	1	6	2	32	35000	5.5	5.0	2.0	5.5	4.5	3.429	2.857	2.857	2.714	2	train	959	Anger	4.411764705882352	4.411764705882352	8.823529411764705	5.88235294117647	4.411764705882352	4.411764705882352	4.411764705882352
